,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 115.5)","(116.5, 641.5)","(642.5, 762.5)","(763.5, 1170.5)","(1171.5, 1374.5)","(1375.5, 1840.5)","(1841.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",105.0,525.0,120.0,407.0,203.0,465.0,203.0,300.0
Number of epochs,93,452,101,348,168,399,185,271
