index,name,score,mean,variance,unique_values,edges,min_stage_length
2243,channel-24 amplitude-landscape-2-1 norm-2,0.0446362013287082,2.7769852035964714e-09,6.409178962179505e-18,1046,"[0, 137, 339, 766, 985, 1046]",61.0
2244,channel-24 amplitude-landscape-2-2 dim-1,0.0332548462447183,3.1262307606665404e-09,7.258744961679204e-18,1046,"[0, 76, 339, 765, 985, 1046]",61.0
2245,channel-24 amplitude-landscape-2-2 dim-2,0.0756269350214854,2.4722413430529336e-10,3.3463310794385474e-20,1002,"[0, 140, 372, 557, 982, 1046]",64.0
2246,channel-24 amplitude-landscape-2-2 norm-1,0.0468734379036455,3.373454894971833e-09,7.197723279041404e-18,1046,"[0, 137, 339, 766, 985, 1046]",61.0
2247,channel-24 amplitude-landscape-2-2 norm-2,0.0331788465785557,3.147062147613097e-09,7.222580086912138e-18,1046,"[0, 76, 339, 765, 985, 1046]",61.0
2248,channel-24 amplitude-silhouette-1-1 dim-1,0.0793634969359623,1.4902511981669505e-12,1.2862611925373473e-23,1046,"[0, 250, 362, 767, 985, 1046]",61.0
2249,channel-24 amplitude-silhouette-1-1 dim-2,-1.0,6.774114956457901e-14,1.6562503295583047e-26,1002,,
2250,channel-24 amplitude-silhouette-1-1 norm-1,0.075834299452627,1.5579923477315297e-12,1.2903082421137245e-23,1046,"[0, 250, 362, 787, 985, 1046]",61.0
2251,channel-24 amplitude-silhouette-1-1 norm-2,0.0877559224921754,1.4989710018735057e-12,1.2857677309454557e-23,1046,"[0, 250, 339, 753, 985, 1046]",61.0
2252,channel-24 amplitude-silhouette-1-2 dim-1,0.0667667986646511,2.9916237010830866e-12,4.038205848726591e-23,1046,"[0, 166, 362, 767, 985, 1046]",61.0
2253,channel-24 amplitude-silhouette-1-2 dim-2,0.1319515261596209,9.802346661197941e-14,3.567300690333671e-26,1002,"[0, 557, 782, 854, 980, 1046]",66.0
2254,channel-24 amplitude-silhouette-1-2 norm-1,0.0662467095214934,3.0896471676950653e-12,4.04067369377582e-23,1046,"[0, 166, 377, 767, 985, 1046]",61.0
2255,channel-24 amplitude-silhouette-1-2 norm-2,0.0746071780751167,3.0040683816782948e-12,4.03526634146818e-23,1046,"[0, 166, 339, 787, 985, 1046]",61.0
2256,channel-24 amplitude-silhouette-2-1 dim-1,0.0708445430655384,6.08923242411142e-10,1.1163208045841417e-18,1046,"[0, 250, 362, 767, 985, 1046]",61.0
2257,channel-24 amplitude-silhouette-2-1 dim-2,0.0798234224675866,6.015132628226548e-11,6.421437023128466e-21,1002,"[0, 410, 554, 806, 982, 1046]",64.0
2258,channel-24 amplitude-silhouette-2-1 norm-1,0.0396545991141878,6.690745686934075e-10,1.1311297455404137e-18,1046,"[0, 76, 250, 766, 985, 1046]",61.0
2259,channel-24 amplitude-silhouette-2-1 norm-2,0.0597612969055619,6.186533384466065e-10,1.1144080179290902e-18,1046,"[0, 250, 362, 767, 965, 1046]",81.0
2260,channel-24 amplitude-silhouette-2-2 dim-1,0.0442618589784682,1.25748813922947e-09,3.909983315014845e-18,1046,"[0, 121, 250, 767, 967, 1046]",79.0
2261,channel-24 amplitude-silhouette-2-2 dim-2,0.1150195229891189,9.157218008304444e-11,1.4895794997774155e-20,1002,"[0, 557, 777, 854, 982, 1046]",64.0
2262,channel-24 amplitude-silhouette-2-2 norm-1,0.0421063329102062,1.3490603193125146e-09,3.9219781770920375e-18,1046,"[0, 166, 362, 767, 958, 1046]",88.0
2263,channel-24 amplitude-silhouette-2-2 norm-2,0.0937241197998643,1.272114076457442e-09,3.896239390730646e-18,1046,"[0, 166, 250, 821, 985, 1046]",61.0
2264,channel-24 life all max,0.0357339932475285,3.814508243976019e-06,5.496219020533598e-12,1046,"[0, 137, 339, 765, 985, 1046]",61.0
2265,channel-24 life all mean,0.0289817630596241,6.723750138667285e-07,4.87687469117169e-14,1046,"[0, 63, 237, 771, 967, 1046]",63.0
2266,channel-24 life all std,0.0512435821315057,7.14715462836498e-07,2.006448976764517e-13,1046,"[0, 104, 250, 766, 985, 1046]",61.0
2267,channel-24 life all sum,0.0457343744369829,4.396403583860647e-05,1.4054248992193808e-10,1046,"[0, 251, 404, 568, 962, 1046]",84.0
2268,channel-24 life all norm-1,0.0457343744369829,4.396403583860647e-05,1.4054248992193808e-10,1046,"[0, 251, 404, 568, 962, 1046]",84.0
2269,channel-24 life all norm-2,0.0463320834477935,7.697187180713797e-06,5.085745045425411e-12,1046,"[0, 137, 592, 831, 976, 1046]",70.0
2270,channel-24 life dim-1 max,0.0405932504749051,3.813585694199485e-06,5.496053075218528e-12,1046,"[0, 148, 309, 738, 963, 1046]",83.0
2271,channel-24 life dim-1 mean,0.0638510930571712,7.416901367510064e-07,6.32637156128815e-14,1046,"[0, 91, 654, 821, 985, 1046]",61.0
2272,channel-24 life dim-1 std,0.0251983764680666,7.495594589942086e-07,2.321411588291749e-13,1046,"[0, 72, 304, 786, 964, 1046]",72.0
2273,channel-24 life dim-1 sum,0.0470541179253402,4.03362441610265e-05,1.0486896480217303e-10,1046,"[0, 113, 463, 673, 962, 1046]",84.0
2274,channel-24 life dim-1 norm-1,0.0470541179253402,4.03362441610265e-05,1.0486896480217303e-10,1046,"[0, 113, 463, 673, 962, 1046]",84.0
2275,channel-24 life dim-1 norm-2,0.0385304357389154,7.582129602184135e-06,5.136270365901833e-12,1046,"[0, 124, 543, 777, 957, 1046]",89.0
2276,channel-24 life dim-2 max,0.0493043485916241,7.088416313470426e-07,1.1207331521171109e-13,1042,"[0, 384, 557, 777, 982, 1046]",64.0
2277,channel-24 life dim-2 mean,0.090715280748381,2.9736563622041144e-07,9.505373596548751e-15,1042,"[0, 384, 486, 729, 980, 1046]",66.0
2278,channel-24 life dim-2 std,0.0440725872506425,1.850320965022128e-07,9.339033984336808e-15,1026,"[0, 345, 558, 763, 982, 1046]",64.0
2279,channel-24 life dim-2 sum,0.0261922937463888,3.6277916775799753e-06,5.615385257453514e-12,1042,"[0, 111, 216, 352, 576, 1046]",105.0
2280,channel-24 life dim-2 norm-1,0.0261922937463888,3.6277916775799753e-06,5.615385257453514e-12,1042,"[0, 111, 216, 352, 576, 1046]",105.0
2281,channel-24 life dim-2 norm-2,0.0521501968837756,1.189018878831861e-06,2.940393876997925e-13,1042,"[0, 72, 334, 509, 982, 1046]",64.0
2282,channel-24 bd2 all max,0.0282972935409242,1.0478210781887568e-05,9.575924591175455e-12,1046,"[0, 76, 493, 821, 985, 1046]",61.0
2283,channel-24 bd2 all mean,0.041614583765004,5.792522595085721e-06,1.3578033734801754e-12,1046,"[0, 91, 522, 749, 976, 1046]",70.0
2284,channel-24 bd2 all std,0.0282244997194459,1.5806700029481162e-06,5.43040358244268e-13,1046,"[0, 85, 426, 641, 985, 1046]",61.0
2285,channel-24 bd2 all sum,0.0806809490239123,0.0003916187904848,1.4376204149664829e-08,1046,"[0, 251, 348, 557, 993, 1046]",53.0
2286,channel-24 bd2 all norm-1,0.0806809490239123,0.0003916187904848,1.4376204149664829e-08,1046,"[0, 251, 348, 557, 993, 1046]",53.0
2287,channel-24 bd2 all norm-2,0.0910607899503853,4.857228316412978e-05,8.067644232494811e-11,1046,"[0, 157, 348, 557, 985, 1046]",61.0
2288,channel-24 bd2 dim-1 max,-0.0368511839126443,9.521017612764138e-06,7.465918082884488e-12,1046,"[0, 85, 474, 606, 922, 1046]",85.0
2289,channel-24 bd2 dim-1 mean,0.021311293676811,5.518586653686944e-06,1.1167186751945233e-12,1046,"[0, 94, 518, 661, 972, 1046]",74.0
2290,channel-24 bd2 dim-1 std,0.0190646468080673,1.3960285565423009e-06,3.8373890505868363e-13,1046,"[0, 85, 364, 655, 976, 1046]",70.0
2291,channel-24 bd2 dim-1 sum,0.0793203167936745,0.0003091459069296,6.966665890253892e-09,1046,"[0, 267, 348, 557, 991, 1046]",55.0
2292,channel-24 bd2 dim-1 norm-1,0.0793203167936745,0.0003091459069296,6.966665890253892e-09,1046,"[0, 267, 348, 557, 991, 1046]",55.0
2293,channel-24 bd2 dim-1 norm-2,0.0861789742226118,4.206870866088256e-05,5.113512853761999e-11,1046,"[0, 152, 557, 673, 976, 1046]",70.0
2294,channel-24 bd2 dim-2 max,0.0438788850200788,9.76123644500453e-06,9.845691093845483e-12,1042,"[0, 76, 461, 821, 985, 1046]",61.0
2295,channel-24 bd2 dim-2 mean,0.0847365513394964,7.230299823408523e-06,4.266669440633182e-12,1042,"[0, 93, 682, 838, 985, 1046]",61.0
2296,channel-24 bd2 dim-2 std,0.0380765598840868,1.4266944929480858e-06,1.0176744578536494e-12,1026,"[0, 146, 339, 682, 965, 1046]",81.0
2297,channel-24 bd2 dim-2 sum,0.0564904485374642,8.247288355519066e-05,1.966926311713088e-09,1042,"[0, 116, 237, 364, 962, 1046]",84.0
2298,channel-24 bd2 dim-2 norm-1,0.0564904485374642,8.247288355519066e-05,1.966926311713088e-09,1042,"[0, 116, 237, 364, 962, 1046]",84.0
2299,channel-24 bd2 dim-2 norm-2,0.0781993606581957,2.377935224895676e-05,5.3597161732138527e-11,1042,"[0, 127, 371, 557, 985, 1046]",61.0
2300,channel-25 entropy dim-1,0.0307706245537879,-0.3440377736566258,0.0015028017002966,1046,"[0, 99, 250, 473, 769, 1046]",99.0
2301,channel-25 entropy dim-2,0.0225439498569587,-0.1293406528401277,0.0029232552483784,1005,"[0, 99, 370, 476, 705, 1046]",99.0
2302,channel-25 numberofpoints dim-1,0.0312459444625299,48.93307839388145,146.9830770215997,64,"[0, 98, 250, 382, 702, 1046]",98.0
2303,channel-25 numberofpoints dim-2,0.0187219351192604,7.758126195028681,19.963450648174387,27,"[0, 166, 371, 520, 842, 1046]",149.0
2304,channel-25 amplitude-bottleneck dim-1,0.2279749804806262,1.82908488293522e-06,1.3060049033839513e-12,1046,"[0, 209, 691, 790, 924, 1046]",99.0
2305,channel-25 amplitude-bottleneck dim-2,0.189722836482012,3.602584396969568e-07,9.650531240912094e-14,1035,"[0, 126, 333, 686, 768, 1046]",82.0
2306,channel-25 amplitude-bottleneck norm-1,0.2414402978353557,2.189343322632176e-06,1.6621760939877737e-12,1045,"[0, 209, 686, 790, 924, 1046]",104.0
2307,channel-25 amplitude-bottleneck norm-2,0.2335581148784853,1.8788032115799057e-06,1.34789414608936e-12,1046,"[0, 209, 691, 790, 924, 1046]",99.0
2308,channel-25 amplitude-wasserstein-1 dim-1,0.3098322781735915,2.059047249420136e-05,7.222190683929847e-11,1046,"[0, 209, 555, 681, 782, 1046]",101.0
2309,channel-25 amplitude-wasserstein-1 dim-2,0.021836484451524,1.1955037494245198e-06,6.716560614426497e-13,1036,"[0, 210, 313, 686, 842, 1046]",103.0
2310,channel-25 amplitude-wasserstein-1 norm-1,0.3088512658860964,2.178597624362588e-05,8.026413284576092e-11,1046,"[0, 209, 558, 681, 778, 1046]",97.0
2311,channel-25 amplitude-wasserstein-1 norm-2,0.3087931889400619,2.063585813934088e-05,7.245128567591608e-11,1046,"[0, 209, 555, 681, 788, 1046]",107.0
2312,channel-25 amplitude-wasserstein-2 dim-1,0.2595527406976027,4.054305987539955e-06,3.0722115475811688e-12,1046,"[0, 142, 681, 792, 911, 1046]",111.0
2313,channel-25 amplitude-wasserstein-2 dim-2,0.153348343397684,5.117839942388929e-07,1.265132585052343e-13,1036,"[0, 126, 342, 686, 777, 1046]",91.0
2314,channel-25 amplitude-wasserstein-2 norm-1,0.2698960476151995,4.566089981778847e-06,3.867285505625817e-12,1046,"[0, 209, 682, 792, 911, 1046]",110.0
2315,channel-25 amplitude-wasserstein-2 norm-2,0.2780492330429059,4.094851629830801e-06,3.1301692924758858e-12,1046,"[0, 209, 681, 791, 911, 1046]",110.0
2316,channel-25 amplitude-betti-1 dim-1,0.2895196405134073,4.102308333108663e-05,3.0344393709337637e-10,87,"[0, 209, 555, 681, 788, 1046]",107.0
2317,channel-25 amplitude-betti-1 dim-2,0.0248133415181607,2.353733277714904e-06,3.2105041109693678e-12,18,"[0, 190, 317, 662, 866, 1046]",127.0
2318,channel-25 amplitude-betti-1 norm-1,0.2816592291575694,4.3376816608801534e-05,3.3664705392012795e-10,469,"[0, 209, 555, 681, 788, 1046]",107.0
2319,channel-25 amplitude-betti-1 norm-2,0.2891321139138781,4.111958171622121e-05,3.042655832162052e-10,469,"[0, 209, 555, 681, 788, 1046]",107.0
2320,channel-25 amplitude-betti-2 dim-1,0.1332896676287484,0.0211722606930907,5.9790535408225366e-05,647,"[0, 226, 357, 681, 778, 1046]",97.0
2321,channel-25 amplitude-betti-2 dim-2,-5.295515274730128e-05,0.0018675491205032,1.4975308811586552e-06,54,"[0, 166, 281, 413, 761, 1046]",115.0
2322,channel-25 amplitude-betti-2 norm-1,0.1390323825502208,0.0230398098135939,7.037202978358526e-05,995,"[0, 98, 226, 681, 782, 1046]",98.0
2323,channel-25 amplitude-betti-2 norm-2,0.1325144035152683,0.0212811099660428,6.0153702998927935e-05,995,"[0, 226, 357, 681, 778, 1046]",97.0
2324,channel-25 amplitude-landscape-1-1 dim-1,0.4900452480928397,6.209518500829912e-12,2.348465499244768e-22,1046,"[0, 141, 183, 682, 790, 1046]",42.0
2325,channel-25 amplitude-landscape-1-1 dim-2,0.4598657019714682,3.149311332799833e-13,5.438292613096422e-25,955,"[0, 124, 179, 700, 768, 1046]",55.0
2326,channel-25 amplitude-landscape-1-1 norm-1,0.2618138054751542,6.524449634109896e-12,2.3857844193066663e-22,1046,"[0, 142, 427, 682, 790, 1046]",108.0
2327,channel-25 amplitude-landscape-1-1 norm-2,0.48987208350041,6.235693840650337e-12,2.351635863231399e-22,1046,"[0, 141, 183, 682, 790, 1046]",42.0
2328,channel-25 amplitude-landscape-1-2 dim-1,0.427933211225071,9.510146898817762e-12,2.74901824697152e-22,1046,"[0, 137, 192, 678, 794, 1046]",55.0
2329,channel-25 amplitude-landscape-1-2 dim-2,0.3972253912464658,3.6513269007495833e-13,6.045759089159189e-25,955,"[0, 121, 184, 691, 768, 1046]",63.0
2330,channel-25 amplitude-landscape-1-2 norm-1,0.416676774629279,9.875279588892722e-12,2.8145250777008083e-22,1046,"[0, 138, 198, 678, 792, 1046]",60.0
2331,channel-25 amplitude-landscape-1-2 norm-2,0.4003931777488394,9.52984688283583e-12,2.752644035594974e-22,1046,"[0, 137, 192, 674, 806, 1046]",55.0
2332,channel-25 amplitude-landscape-2-1 dim-1,0.236867447541728,2.590915518538672e-09,9.764107392253913e-18,1046,"[0, 142, 427, 682, 790, 1046]",108.0
2333,channel-25 amplitude-landscape-2-1 dim-2,0.214342494728494,2.379298445145533e-10,1.429123386699485e-19,955,"[0, 126, 558, 711, 768, 1046]",57.0
2334,channel-25 amplitude-landscape-2-1 norm-1,0.376649469037539,2.828845363053226e-09,1.0511241785951529e-17,1046,"[0, 134, 196, 682, 791, 1046]",62.0
2335,channel-25 amplitude-landscape-2-1 norm-2,0.2381344114956206,2.614601197274105e-09,9.840270331294336e-18,1046,"[0, 142, 427, 682, 790, 1046]",108.0
2336,channel-25 amplitude-landscape-2-2 dim-1,0.4311414626468753,3.0913435244253267e-09,1.0719496422784629e-17,1046,"[0, 141, 183, 682, 790, 1046]",42.0
2337,channel-25 amplitude-landscape-2-2 dim-2,0.3519703784994264,2.4978695708437045e-10,1.4866716698365146e-19,955,"[0, 116, 186, 707, 768, 1046]",61.0
2338,channel-25 amplitude-landscape-2-2 norm-1,0.3869902517597781,3.341130481509696e-09,1.1644501863915288e-17,1046,"[0, 141, 196, 680, 792, 1046]",55.0
2339,channel-25 amplitude-landscape-2-2 norm-2,0.363412163892492,3.1122099933550083e-09,1.0801046691670825e-17,1046,"[0, 138, 201, 682, 801, 1046]",63.0
2340,channel-25 amplitude-silhouette-1-1 dim-1,0.5159958593483585,1.4863557782976546e-12,8.240369115953723e-23,1046,"[0, 141, 182, 682, 790, 1046]",41.0
2341,channel-25 amplitude-silhouette-1-1 dim-2,0.53972907026351,1.3844749285943672e-13,3.5237808105446207e-25,955,"[0, 124, 179, 711, 768, 1046]",55.0
2342,channel-25 amplitude-silhouette-1-1 norm-1,0.499357305968281,1.6248032711570913e-12,8.329629083683211e-23,1046,"[0, 136, 182, 690, 790, 1046]",46.0
2343,channel-25 amplitude-silhouette-1-1 norm-2,0.5201697079406662,1.52009506111314e-12,8.267372272857413e-23,1046,"[0, 141, 182, 691, 790, 1046]",41.0
2344,channel-25 amplitude-silhouette-1-2 dim-1,0.4643121746908701,2.594833477571356e-12,1.963951450330347e-22,1046,"[0, 141, 183, 677, 819, 1046]",42.0
2345,channel-25 amplitude-silhouette-1-2 dim-2,0.4885983646376077,1.7926242316851625e-13,4.504882006127919e-25,955,"[0, 116, 179, 708, 768, 1046]",60.0
2346,channel-25 amplitude-silhouette-1-2 norm-1,0.2540486048288032,2.7740959007398728e-12,1.9790801518097398e-22,1046,"[0, 142, 427, 691, 790, 1046]",99.0
2347,channel-25 amplitude-silhouette-1-2 norm-2,0.5202690453438781,2.6293101903743484e-12,1.9669751534502671e-22,1046,"[0, 141, 183, 691, 790, 1046]",42.0
2348,channel-25 amplitude-silhouette-2-1 dim-1,0.4533096532461345,6.230826635268521e-10,2.7433396050284346e-18,1046,"[0, 141, 182, 677, 790, 1046]",41.0
2349,channel-25 amplitude-silhouette-2-1 dim-2,0.3532462990353096,1.0411106913989804e-10,8.747894887253035e-20,955,"[0, 47, 126, 711, 768, 1046]",47.0
2350,channel-25 amplitude-silhouette-2-1 norm-1,0.3909094858007992,7.271937326667501e-10,2.9477144358922544e-18,1046,"[0, 133, 200, 682, 790, 1046]",67.0
2351,channel-25 amplitude-silhouette-2-1 norm-2,0.3984439008027289,6.490087170873e-10,2.8086561716048484e-18,1046,"[0, 136, 200, 686, 789, 1046]",64.0
2352,channel-25 amplitude-silhouette-2-2 dim-1,0.4578969814705907,1.100145221612669e-09,7.014644046021766e-18,1046,"[0, 141, 183, 684, 780, 1046]",42.0
2353,channel-25 amplitude-silhouette-2-2 dim-2,0.2542420113827477,1.4132216593066363e-10,1.1871505237682012e-19,955,"[0, 126, 524, 711, 768, 1046]",57.0
2354,channel-25 amplitude-silhouette-2-2 norm-1,0.3881432064984348,1.2414673875433331e-09,7.374352702364453e-18,1046,"[0, 140, 199, 678, 788, 1046]",59.0
2355,channel-25 amplitude-silhouette-2-2 norm-2,0.2183178981195368,1.1287494474270124e-09,7.089533348129505e-18,1046,"[0, 142, 427, 691, 790, 1046]",99.0
2356,channel-25 life all max,0.2289631758505153,3.660489948589005e-06,5.234324599177786e-12,1046,"[0, 209, 691, 790, 924, 1046]",99.0
2357,channel-25 life all mean,0.1644330755863133,7.913997633912622e-07,1.0409896867175146e-13,1046,"[0, 209, 558, 682, 853, 1046]",124.0
2358,channel-25 life all std,0.2321615827961958,7.863270042957764e-07,2.0897533220364442e-13,1046,"[0, 200, 558, 681, 790, 1046]",109.0
2359,channel-25 life all sum,0.3088512658860964,4.357195248725176e-05,3.210565313830437e-10,1046,"[0, 209, 558, 681, 778, 1046]",97.0
2360,channel-25 life all norm-1,0.3088512658860964,4.357195248725176e-05,3.210565313830437e-10,1046,"[0, 209, 558, 681, 778, 1046]",97.0
2361,channel-25 life all norm-2,0.2780492330429059,8.189703259661603e-06,1.252067716990354e-11,1046,"[0, 209, 681, 791, 911, 1046]",110.0
2362,channel-25 life dim-1 max,0.2279749804806262,3.658169765870439e-06,5.2240196135358046e-12,1046,"[0, 209, 691, 790, 924, 1046]",99.0
2363,channel-25 life dim-1 mean,0.1627834741359735,8.623225239029937e-07,1.248632151603214e-13,1046,"[0, 196, 558, 682, 853, 1046]",124.0
2364,channel-25 life dim-1 std,0.2274497061209413,8.110773052013632e-07,2.290457800505182e-13,1046,"[0, 142, 558, 682, 790, 1046]",108.0
2365,channel-25 life dim-1 sum,0.3098322781735915,4.118094498840272e-05,2.8888762735719394e-10,1046,"[0, 209, 555, 681, 782, 1046]",101.0
2366,channel-25 life dim-1 norm-1,0.3098322781735915,4.118094498840272e-05,2.8888762735719394e-10,1046,"[0, 209, 555, 681, 782, 1046]",101.0
2367,channel-25 life dim-1 norm-2,0.2595527406976027,8.10861197507991e-06,1.2288846190324675e-11,1046,"[0, 142, 681, 792, 911, 1046]",111.0
2368,channel-25 life dim-2 max,0.189722836482012,7.205168793939135e-07,3.8602124963648393e-13,1035,"[0, 126, 333, 686, 768, 1046]",82.0
2369,channel-25 life dim-2 mean,0.2030234867966054,3.2336418003826204e-07,7.484879221403699e-14,1036,"[0, 126, 558, 711, 768, 1046]",57.0
2370,channel-25 life dim-2 std,0.0516546792814286,2.093448901414636e-07,5.584886382847626e-14,1005,"[0, 47, 126, 460, 768, 1046]",47.0
2371,channel-25 life dim-2 sum,0.021836484451524,2.3910074988490395e-06,2.6866242457705974e-12,1036,"[0, 210, 313, 686, 842, 1046]",103.0
2372,channel-25 life dim-2 norm-1,0.021836484451524,2.3910074988490395e-06,2.6866242457705974e-12,1036,"[0, 210, 313, 686, 842, 1046]",103.0
2373,channel-25 life dim-2 norm-2,0.153348343397684,1.0235679884777858e-06,5.060530340209372e-13,1036,"[0, 126, 342, 686, 777, 1046]",91.0
2374,channel-25 bd2 all max,0.1445758895216994,9.491895198639553e-06,1.5882093565601573e-11,1046,"[0, 65, 478, 681, 792, 1046]",65.0
2375,channel-25 bd2 all mean,0.1867153861487438,5.442071952169457e-06,3.076380994821367e-12,1046,"[0, 209, 555, 681, 864, 1046]",126.0
2376,channel-25 bd2 all std,0.0190911865228042,1.4668553613844251e-06,7.166320720120856e-13,1046,"[0, 56, 200, 436, 686, 1046]",56.0
2377,channel-25 bd2 all sum,0.2847806185825532,0.0003031877139037,1.3213196021187757e-08,1046,"[0, 210, 681, 789, 921, 1046]",108.0
2378,channel-25 bd2 all norm-1,0.2847806185825532,0.0003031877139037,1.3213196021187757e-08,1046,"[0, 210, 681, 789, 921, 1046]",108.0
2379,channel-25 bd2 all norm-2,0.3252953888633925,4.170082251796573e-05,1.8534061067887166e-10,1046,"[0, 210, 536, 682, 788, 1046]",106.0
2380,channel-25 bd2 dim-1 max,0.1577104658099142,8.364132002973696e-06,1.0515869542416746e-11,1046,"[0, 149, 485, 681, 817, 1046]",136.0
2381,channel-25 bd2 dim-1 mean,0.199197341072093,5.17994987207699e-06,2.64427772905384e-12,1046,"[0, 197, 558, 681, 864, 1046]",123.0
2382,channel-25 bd2 dim-1 std,0.0170306026461251,1.25344261987157e-06,5.114478890980928e-13,1046,"[0, 161, 450, 667, 893, 1046]",153.0
2383,channel-25 bd2 dim-1 sum,0.3226460172639274,0.0002498374998925,8.633007869570053e-09,1046,"[0, 209, 537, 681, 789, 1046]",108.0
2384,channel-25 bd2 dim-1 norm-1,0.3226460172639274,0.0002498374998925,8.633007869570053e-09,1046,"[0, 209, 537, 681, 789, 1046]",108.0
2385,channel-25 bd2 dim-1 norm-2,0.1414461457550711,3.674992691709544e-05,1.3728187005984287e-10,1046,"[0, 199, 552, 682, 911, 1046]",130.0
2386,channel-25 bd2 dim-2 max,0.1809963652632011,8.884203015876635e-06,1.6165396522933462e-11,1036,"[0, 142, 552, 682, 804, 1046]",122.0
2387,channel-25 bd2 dim-2 mean,0.2159499199838022,7.18544826719633e-06,9.092431645520664e-12,1036,"[0, 231, 485, 681, 790, 1046]",109.0
2388,channel-25 bd2 dim-2 std,0.0138636781771299,1.150976838737207e-06,1.2233120120210173e-12,1005,"[0, 142, 436, 686, 919, 1046]",127.0
2389,channel-25 bd2 dim-2 sum,0.0465294447180627,5.335021401127696e-05,1.0660183738883163e-09,1036,"[0, 149, 276, 733, 975, 1046]",71.0
2390,channel-25 bd2 dim-2 norm-1,0.0465294447180627,5.335021401127696e-05,1.0660183738883163e-09,1036,"[0, 149, 276, 733, 975, 1046]",71.0
2391,channel-25 bd2 dim-2 norm-2,0.0519595390951017,1.907731382312289e-05,7.253971254700193e-11,1036,"[0, 210, 542, 683, 911, 1046]",135.0
2392,channel-26 entropy dim-1,0.1122697465558731,-0.3612898213703617,0.0022708913124382,1046,"[0, 194, 485, 680, 789, 1046]",109.0
2393,channel-26 entropy dim-2,0.0014119151254788,-0.1201880748624228,0.00269567830048,1006,"[0, 93, 268, 469, 810, 1046]",93.0
2394,channel-26 numberofpoints dim-1,0.1203485101980488,55.09464627151051,218.2101722671008,76,"[0, 191, 485, 682, 789, 1046]",107.0
2395,channel-26 numberofpoints dim-2,-0.0025773121404231,7.0717017208413,16.07619365639896,26,"[0, 220, 491, 650, 984, 1046]",62.0
2396,channel-26 amplitude-bottleneck dim-1,0.2720919393135391,3.30326385313391e-06,4.5733410575256236e-12,1046,"[0, 209, 593, 682, 793, 1046]",89.0
2397,channel-26 amplitude-bottleneck dim-2,0.3019916456444145,5.516215675714777e-07,3.743695909659222e-13,1038,"[0, 139, 206, 682, 780, 1046]",67.0
2398,channel-26 amplitude-bottleneck norm-1,0.2932630705584877,3.854885420705388e-06,5.790612211902386e-12,1046,"[0, 209, 541, 682, 782, 1046]",100.0
2399,channel-26 amplitude-bottleneck norm-2,0.2879775179378129,3.384685716881092e-06,4.707221770778772e-12,1046,"[0, 209, 682, 793, 888, 1046]",95.0
2400,channel-26 amplitude-wasserstein-1 dim-1,0.4007990865362656,2.9581331887292663e-05,1.6963424323435486e-10,1046,"[0, 199, 536, 682, 787, 1046]",105.0
2401,channel-26 amplitude-wasserstein-1 dim-2,0.0843723296715547,1.4222371342938448e-06,9.84373787344261e-13,1038,"[0, 179, 649, 844, 970, 1046]",76.0
2402,channel-26 amplitude-wasserstein-1 norm-1,0.4000541936123833,3.100356902158651e-05,1.8322699342971608e-10,1046,"[0, 199, 542, 682, 787, 1046]",105.0
2403,channel-26 amplitude-wasserstein-1 norm-2,0.3975752657167049,2.962734201828496e-05,1.6991650541077834e-10,1046,"[0, 213, 538, 681, 786, 1046]",105.0
2404,channel-26 amplitude-wasserstein-2 dim-1,0.3681320524285392,5.926956580475374e-06,6.687633273421173e-12,1046,"[0, 209, 541, 682, 790, 1046]",108.0
2405,channel-26 amplitude-wasserstein-2 dim-2,0.2469504891787399,7.032647775900006e-07,3.89853290879212e-13,1038,"[0, 139, 206, 682, 839, 1046]",67.0
2406,channel-26 amplitude-wasserstein-2 norm-1,0.3572828786358159,6.630221358065374e-06,8.591998046477667e-12,1046,"[0, 209, 541, 682, 787, 1046]",105.0
2407,channel-26 amplitude-wasserstein-2 norm-2,0.3660131633692642,5.987143062915853e-06,6.854787257070567e-12,1046,"[0, 209, 541, 682, 790, 1046]",108.0
2408,channel-26 amplitude-betti-1 dim-1,0.4048902118420297,5.921420500546927e-05,6.905091528125542e-10,121,"[0, 209, 542, 681, 787, 1046]",106.0
2409,channel-26 amplitude-betti-1 dim-2,0.1092671683373516,2.8362428894735385e-06,4.231435008277908e-12,20,"[0, 104, 179, 649, 844, 1046]",75.0
2410,channel-26 amplitude-betti-1 norm-1,0.3984393076505708,6.205044789494279e-05,7.459911286092994e-10,613,"[0, 209, 542, 682, 787, 1046]",105.0
2411,channel-26 amplitude-betti-1 norm-2,0.4066881314560903,5.930913261634019e-05,6.915306555070924e-10,613,"[0, 209, 542, 682, 787, 1046]",105.0
2412,channel-26 amplitude-betti-2 dim-1,0.2333220689122412,0.0261932754890551,0.0001002866567238,766,"[0, 97, 218, 681, 787, 1046]",97.0
2413,channel-26 amplitude-betti-2 dim-2,0.0282704034270241,0.0019358993290381,1.1258606893050588e-06,47,"[0, 312, 562, 664, 850, 1046]",102.0
2414,channel-26 amplitude-betti-2 norm-1,0.2579748324293242,0.0281291748180933,0.0001096911469649,1028,"[0, 207, 562, 683, 785, 1046]",102.0
2415,channel-26 amplitude-betti-2 norm-2,0.2586774496070521,0.0262854399811973,0.0001003225073911,1028,"[0, 205, 547, 682, 786, 1046]",104.0
