index,name,score,mean,variance,unique_values,edges,min_stage_length
889,channel-9 life all norm-2,0.0620199409730186,1.4200592305091048e-05,2.5402015034984345e-11,1046,"[0, 52, 252, 478, 931, 1046]",52.0
890,channel-9 life dim-1 max,0.0316315491485265,7.550685790928396e-06,1.8885318305092173e-11,1046,"[0, 52, 252, 463, 615, 1046]",52.0
891,channel-9 life dim-1 mean,0.0632811975974131,1.2645535887421983e-06,1.9475438670750775e-13,1046,"[0, 57, 252, 478, 685, 1046]",57.0
892,channel-9 life dim-1 std,0.0626224928048814,1.3728224755807829e-06,6.009231895143285e-13,1046,"[0, 52, 252, 478, 759, 1046]",52.0
893,channel-9 life dim-1 sum,0.1206845023669678,7.223047885898017e-05,3.9983930288119164e-10,1046,"[0, 93, 552, 681, 911, 1046]",93.0
894,channel-9 life dim-1 norm-1,0.1206845023669678,7.223047885898017e-05,3.9983930288119164e-10,1046,"[0, 93, 552, 681, 911, 1046]",93.0
895,channel-9 life dim-1 norm-2,0.0792326623890847,1.4060906471971457e-05,2.462253142326702e-11,1046,"[0, 88, 252, 478, 664, 1046]",88.0
896,channel-9 life dim-2 max,0.0191293952384534,1.3287711932471785e-06,2.017100068990854e-12,1046,"[0, 110, 474, 711, 831, 1046]",110.0
897,channel-9 life dim-2 mean,0.047200382173903,5.681502846446215e-07,4.2919482991287074e-13,1046,"[0, 169, 463, 711, 864, 1046]",153.0
898,channel-9 life dim-2 std,-0.0307340813008109,4.219971885799489e-07,3.139793212711648e-13,1006,"[0, 134, 492, 724, 905, 1046]",134.0
899,channel-9 life dim-2 sum,0.0054990453476731,3.1436486708193235e-06,4.365953401647254e-12,1046,"[0, 205, 593, 780, 910, 1046]",130.0
900,channel-9 life dim-2 norm-1,0.0054990453476731,3.1436486708193235e-06,4.365953401647254e-12,1046,"[0, 205, 593, 780, 910, 1046]",130.0
901,channel-9 life dim-2 norm-2,0.0279864510297663,1.6526539557659448e-06,1.9971135982959585e-12,1046,"[0, 111, 474, 711, 831, 1046]",111.0
902,channel-9 bd2 all max,0.0328792730857632,1.4745110605269035e-05,3.740297491648914e-11,1046,"[0, 111, 463, 633, 810, 1046]",111.0
903,channel-9 bd2 all mean,0.1272013593454325,7.647191943864204e-06,4.321746120151663e-12,1046,"[0, 231, 488, 681, 869, 1046]",177.0
904,channel-9 bd2 all std,0.0500193760863627,2.1283926464163307e-06,1.5643425775470558e-12,1046,"[0, 252, 398, 634, 853, 1046]",146.0
905,channel-9 bd2 all sum,0.2795946280743572,0.0004916909891506,1.7305566393273318e-08,1046,"[0, 552, 682, 856, 976, 1046]",70.0
906,channel-9 bd2 all norm-1,0.2795946280743572,0.0004916909891506,1.7305566393273318e-08,1046,"[0, 552, 682, 856, 976, 1046]",70.0
907,channel-9 bd2 all norm-2,0.1368572823261062,6.346150470823385e-05,2.693334094117508e-10,1046,"[0, 113, 555, 681, 888, 1046]",113.0
908,channel-9 bd2 dim-1 max,0.0448543319810855,1.2193756021721375e-05,2.5816128786549622e-11,1046,"[0, 64, 249, 449, 653, 1046]",64.0
909,channel-9 bd2 dim-1 mean,0.1065233681793884,7.31329601076947e-06,3.689229291629989e-12,1046,"[0, 252, 479, 664, 976, 1046]",70.0
910,channel-9 bd2 dim-1 std,0.0227657170954381,1.743789722103778e-06,1.2387601909854325e-12,1046,"[0, 92, 252, 463, 711, 1046]",92.0
911,channel-9 bd2 dim-1 sum,0.1606898724853687,0.0004240229467082,1.2959200991651961e-08,1046,"[0, 207, 552, 682, 873, 1046]",130.0
912,channel-9 bd2 dim-1 norm-1,0.1606898724853687,0.0004240229467082,1.2959200991651961e-08,1046,"[0, 207, 552, 682, 873, 1046]",130.0
913,channel-9 bd2 dim-1 norm-2,0.1287244363495482,5.710161421316908e-05,2.067280638446976e-10,1046,"[0, 113, 552, 664, 931, 1046]",112.0
914,channel-9 bd2 dim-2 max,0.0557140355486116,1.4098944959589643e-05,3.2882748283361586e-11,1046,"[0, 111, 552, 685, 855, 1046]",111.0
915,channel-9 bd2 dim-2 mean,0.0931936622516924,1.1037985889668594e-05,1.9002659900000927e-11,1046,"[0, 252, 492, 633, 821, 1046]",141.0
916,channel-9 bd2 dim-2 std,0.0043987650704312,2.067282490944038e-06,2.7751671076441894e-12,1006,"[0, 92, 492, 685, 855, 1046]",92.0
917,channel-9 bd2 dim-2 sum,0.0277140147900901,6.766804244240471e-05,1.2923995111867772e-09,1046,"[0, 308, 548, 764, 888, 1046]",124.0
918,channel-9 bd2 dim-2 norm-1,0.0277140147900901,6.766804244240471e-05,1.2923995111867772e-09,1046,"[0, 308, 548, 764, 888, 1046]",124.0
919,channel-9 bd2 dim-2 norm-2,0.0588937249014319,2.686723264770044e-05,1.075683751929649e-10,1046,"[0, 231, 492, 722, 888, 1046]",158.0
920,channel-10 entropy dim-1,0.182013927197373,-0.3805782501459529,0.0013999009540189,1046,"[0, 250, 573, 607, 852, 1046]",34.0
921,channel-10 entropy dim-2,0.0239001034742681,-0.1193338317355891,0.0025414712889346,1013,"[0, 52, 186, 438, 710, 1046]",52.0
922,channel-10 numberofpoints dim-1,0.0527765369808638,58.102294455066925,161.62301865388312,71,"[0, 339, 525, 675, 852, 1046]",150.0
923,channel-10 numberofpoints dim-2,0.0505861864872207,6.848948374760994,13.956108940873088,25,"[0, 121, 186, 511, 783, 1046]",65.0
924,channel-10 amplitude-bottleneck dim-1,0.1272971980691205,4.482762769326606e-06,4.09611433172718e-12,1046,"[0, 92, 555, 711, 842, 1046]",92.0
925,channel-10 amplitude-bottleneck dim-2,-0.0734102837788522,7.487503049442221e-07,5.683747819447616e-13,1040,"[0, 109, 576, 737, 960, 1046]",86.0
926,channel-10 amplitude-bottleneck norm-1,0.1251591425727501,5.231513074270828e-06,5.514283369796298e-12,1046,"[0, 92, 554, 711, 838, 1046]",92.0
927,channel-10 amplitude-bottleneck norm-2,0.1294284876907737,4.58994087727414e-06,4.252326885467618e-12,1046,"[0, 92, 555, 711, 842, 1046]",92.0
928,channel-10 amplitude-wasserstein-1 dim-1,0.1549083469320678,4.201832100809354e-05,1.3942144050287548e-10,1046,"[0, 52, 556, 687, 842, 1046]",52.0
929,channel-10 amplitude-wasserstein-1 dim-2,0.0211061440293072,1.8489029116608435e-06,1.4876414552061436e-12,1040,"[0, 61, 332, 573, 1005, 1046]",41.0
930,channel-10 amplitude-wasserstein-1 norm-1,0.1482893138750609,4.386722391975438e-05,1.5142113283180728e-10,1046,"[0, 52, 560, 687, 842, 1046]",52.0
931,channel-10 amplitude-wasserstein-1 norm-2,0.1546078190309985,4.2073690722663583e-05,1.3967018883742708e-10,1046,"[0, 52, 556, 687, 842, 1046]",52.0
932,channel-10 amplitude-wasserstein-2 dim-1,0.1606481430590413,8.291073645879628e-06,5.709002542538487e-12,1046,"[0, 52, 554, 711, 841, 1046]",52.0
933,channel-10 amplitude-wasserstein-2 dim-2,-0.0411589842747941,9.453732388382844e-07,5.871230531436127e-13,1040,"[0, 130, 589, 731, 965, 1046]",81.0
934,channel-10 amplitude-wasserstein-2 norm-1,0.1581104087648228,9.236446884717912e-06,7.879344332887198e-12,1046,"[0, 124, 554, 711, 841, 1046]",124.0
935,channel-10 amplitude-wasserstein-2 norm-2,0.1580131117032211,8.368141023048165e-06,5.905600825531118e-12,1046,"[0, 52, 554, 711, 841, 1046]",52.0
936,channel-10 amplitude-betti-1 dim-1,0.1730055445758486,8.391039248767856e-05,5.756701719443689e-10,120,"[0, 71, 554, 681, 842, 1046]",71.0
937,channel-10 amplitude-betti-1 dim-2,0.0309933955823057,3.688200689170442e-06,6.384252447219587e-12,27,"[0, 61, 299, 687, 838, 1046]",61.0
938,channel-10 amplitude-betti-1 norm-1,0.1481409659752318,8.759859317684899e-05,6.24263954282702e-10,687,"[0, 52, 553, 682, 842, 1046]",52.0
939,channel-10 amplitude-betti-1 norm-2,0.134306141467496,8.402357643610431e-05,5.766446471664306e-10,687,"[0, 52, 560, 711, 859, 1046]",52.0
940,channel-10 amplitude-betti-2 dim-1,0.0995184300715154,0.0329860826800936,8.340051337875359e-05,791,"[0, 363, 565, 617, 851, 1046]",52.0
941,channel-10 amplitude-betti-2 dim-2,0.0143966722111656,0.0022445705426113,1.3145851920087502e-06,54,"[0, 91, 236, 444, 851, 1046]",91.0
942,channel-10 amplitude-betti-2 norm-1,0.0890382455958981,0.035230653222705,9.062834143026114e-05,1032,"[0, 458, 565, 617, 851, 1046]",52.0
943,channel-10 amplitude-betti-2 norm-2,0.0736401354971525,0.033082495041005,8.33820935479864e-05,1032,"[0, 438, 558, 659, 855, 1046]",101.0
944,channel-10 amplitude-landscape-1-1 dim-1,0.1540274296528064,2.7896649388271613e-11,5.013914975574794e-22,1046,"[0, 122, 554, 766, 855, 1046]",89.0
945,channel-10 amplitude-landscape-1-1 dim-2,-0.036440350438846,1.349099820113964e-12,1.1114057118071376e-23,1013,"[0, 124, 292, 581, 741, 1046]",124.0
946,channel-10 amplitude-landscape-1-1 norm-1,0.0770938011093492,2.924574920838558e-11,5.555248467048e-22,1046,"[0, 92, 554, 711, 855, 1046]",92.0
947,channel-10 amplitude-landscape-1-1 norm-2,0.0922514126413567,2.803091343334497e-11,5.06811120174618e-22,1046,"[0, 105, 561, 712, 843, 1046]",105.0
948,channel-10 amplitude-landscape-1-2 dim-1,0.0918305070309072,4.016365002419829e-11,8.654747075902198e-22,1046,"[0, 92, 554, 711, 855, 1046]",92.0
949,channel-10 amplitude-landscape-1-2 dim-2,0.1222606083795085,1.4540240630315954e-12,1.1623101776535017e-23,1013,"[0, 124, 299, 692, 1005, 1046]",41.0
950,channel-10 amplitude-landscape-1-2 norm-1,0.0607948151234275,4.1617674087229875e-11,9.533235853347497e-22,1046,"[0, 92, 554, 711, 887, 1046]",92.0
951,channel-10 amplitude-landscape-1-2 norm-2,0.09173542958959,4.025647963746009e-11,8.717415050578571e-22,1046,"[0, 92, 554, 711, 855, 1046]",92.0
952,channel-10 amplitude-landscape-2-1 dim-1,0.1143753560116073,8.882151361981411e-09,3.0551466711384276e-17,1046,"[0, 92, 555, 711, 841, 1046]",92.0
953,channel-10 amplitude-landscape-2-1 dim-2,-0.0653937969877602,7.413156194032051e-10,1.5853239735181058e-18,1013,"[0, 147, 568, 718, 949, 1046]",97.0
954,channel-10 amplitude-landscape-2-1 norm-1,0.1113500235221321,9.623466981384616e-09,3.618881964784561e-17,1046,"[0, 92, 554, 711, 841, 1046]",92.0
955,channel-10 amplitude-landscape-2-1 norm-2,0.1009015470645746,8.967325822941573e-09,3.116509096760204e-17,1046,"[0, 92, 555, 711, 855, 1046]",92.0
956,channel-10 amplitude-landscape-2-2 dim-1,0.108265314355465,1.011020568934806e-08,3.449398976764165e-17,1046,"[0, 92, 554, 711, 855, 1046]",92.0
957,channel-10 amplitude-landscape-2-2 dim-2,-0.0613490452311579,7.58909311323424e-10,1.6024962791392053e-18,1013,"[0, 131, 585, 721, 956, 1046]",90.0
958,channel-10 amplitude-landscape-2-2 norm-1,0.1155974096127656,1.0869115000671489e-08,4.120148024772879e-17,1046,"[0, 104, 554, 711, 855, 1046]",104.0
959,channel-10 amplitude-landscape-2-2 norm-2,0.1083252559350248,1.0184195570164972e-08,3.516996328213065e-17,1046,"[0, 92, 554, 711, 855, 1046]",92.0
960,channel-10 amplitude-silhouette-1-1 dim-1,0.0583652095489746,5.560029649290664e-12,2.5844203222405642e-23,1046,"[0, 147, 555, 711, 881, 1046]",147.0
961,channel-10 amplitude-silhouette-1-1 dim-2,-0.0260777125736495,8.134505444078972e-13,8.56165145929586e-24,1013,"[0, 155, 536, 733, 899, 1046]",147.0
962,channel-10 amplitude-silhouette-1-1 norm-1,0.0243994486325994,6.373480193698561e-12,4.203871169517452e-23,1046,"[0, 122, 522, 711, 910, 1046]",122.0
963,channel-10 amplitude-silhouette-1-1 norm-2,0.028172953702188,5.8353598763043994e-12,3.1927692104622983e-23,1046,"[0, 124, 545, 711, 912, 1046]",124.0
964,channel-10 amplitude-silhouette-1-2 dim-1,0.0339722552790931,1.2904455486608048e-11,1.9253802636248008e-22,1046,"[0, 112, 542, 731, 888, 1046]",112.0
965,channel-10 amplitude-silhouette-1-2 dim-2,-0.0272837788858889,1.004477457523856e-12,1.0339165690623837e-23,1013,"[0, 149, 547, 747, 905, 1046]",141.0
966,channel-10 amplitude-silhouette-1-2 norm-1,0.0236198110364491,1.3908932944131898e-11,2.193742083000301e-22,1046,"[0, 115, 545, 720, 894, 1046]",115.0
967,channel-10 amplitude-silhouette-1-2 norm-2,0.0209575851101375,1.3139760905019914e-11,1.9775292286161541e-22,1046,"[0, 112, 546, 728, 902, 1046]",112.0
968,channel-10 amplitude-silhouette-2-1 dim-1,0.073337965984022,1.8599471627520871e-09,1.62083707890834e-18,1046,"[0, 147, 545, 710, 881, 1046]",147.0
969,channel-10 amplitude-silhouette-2-1 dim-2,-0.0472552169418988,4.2911171161174007e-10,1.1850282844837981e-18,1013,"[0, 137, 551, 731, 894, 1046]",137.0
970,channel-10 amplitude-silhouette-2-1 norm-1,0.0285027763220295,2.289058874363827e-09,3.610799634011884e-18,1046,"[0, 124, 522, 711, 910, 1046]",124.0
971,channel-10 amplitude-silhouette-2-1 norm-2,0.0425991707095818,2.00901332176535e-09,2.412895457386723e-18,1046,"[0, 123, 530, 714, 914, 1046]",123.0
972,channel-10 amplitude-silhouette-2-2 dim-1,0.056169054895539,4.233556988086708e-09,1.3071304178768326e-17,1046,"[0, 122, 546, 759, 912, 1046]",122.0
973,channel-10 amplitude-silhouette-2-2 dim-2,-0.0240204022759099,5.53519586084943e-10,1.5119741191636226e-18,1013,"[0, 138, 514, 737, 899, 1046]",138.0
974,channel-10 amplitude-silhouette-2-2 norm-1,0.0320870742557657,4.7870765741716515e-09,1.637588374600893e-17,1046,"[0, 122, 546, 711, 912, 1046]",122.0
975,channel-10 amplitude-silhouette-2-2 norm-2,0.0266976595743232,4.3686457214413475e-09,1.3726782732609238e-17,1046,"[0, 108, 539, 717, 910, 1046]",108.0
976,channel-10 life all max,0.1274555907548874,8.968304501453475e-06,1.6395948360966387e-11,1046,"[0, 92, 555, 711, 842, 1046]",92.0
977,channel-10 life all mean,0.078950810858889,1.3771945350116163e-06,1.4062171069957714e-13,1046,"[0, 52, 553, 652, 925, 1046]",52.0
978,channel-10 life all std,0.076007598341597,1.5913440662459918e-06,3.155160648867608e-13,1046,"[0, 92, 486, 711, 976, 1046]",70.0
979,channel-10 life all sum,0.1482893138750609,8.773444783950876e-05,6.05684531327229e-10,1046,"[0, 52, 560, 687, 842, 1046]",52.0
980,channel-10 life all norm-1,0.1482893138750609,8.773444783950876e-05,6.05684531327229e-10,1046,"[0, 52, 560, 687, 842, 1046]",52.0
981,channel-10 life all norm-2,0.158013111703221,1.6736282046096328e-05,2.3622403302124467e-11,1046,"[0, 52, 554, 711, 841, 1046]",52.0
982,channel-10 life dim-1 max,0.1272971980691205,8.965525538653212e-06,1.638445732690872e-11,1046,"[0, 92, 555, 711, 842, 1046]",92.0
983,channel-10 life dim-1 mean,0.0665071042153863,1.4709989245746643e-06,1.5121931092531778e-13,1046,"[0, 52, 544, 652, 922, 1046]",52.0
984,channel-10 life dim-1 std,0.0721222836288524,1.6340936455526486e-06,3.311645616126592e-13,1046,"[0, 80, 237, 554, 744, 1046]",80.0
985,channel-10 life dim-1 sum,0.1549083469320678,8.403664201618707e-05,5.576857620115016e-10,1046,"[0, 52, 556, 687, 842, 1046]",52.0
986,channel-10 life dim-1 norm-1,0.1549083469320678,8.403664201618707e-05,5.576857620115016e-10,1046,"[0, 52, 556, 687, 842, 1046]",52.0
987,channel-10 life dim-1 norm-2,0.1606481430590413,1.6582147291759255e-05,2.2836010170153943e-11,1046,"[0, 52, 554, 711, 841, 1046]",52.0
988,channel-10 life dim-2 max,-0.0734102837788522,1.4975006098884442e-06,2.2734991277790464e-12,1040,"[0, 109, 576, 737, 960, 1046]",86.0
989,channel-10 life dim-2 mean,-0.0196778104479924,6.189024084320858e-07,4.944290638904809e-13,1040,"[0, 134, 573, 714, 895, 1046]",134.0
990,channel-10 life dim-2 std,-0.0461047671149842,4.744238358796926e-07,3.3424195163184874e-13,1013,"[0, 174, 552, 715, 923, 1046]",123.0
991,channel-10 life dim-2 sum,0.0211061440293072,3.697805823321687e-06,5.950565820824575e-12,1040,"[0, 61, 332, 573, 1005, 1046]",41.0
992,channel-10 life dim-2 norm-1,0.0211061440293072,3.697805823321687e-06,5.950565820824575e-12,1040,"[0, 61, 332, 573, 1005, 1046]",41.0
993,channel-10 life dim-2 norm-2,-0.0411589842747941,1.8907464776765683e-06,2.348492212574451e-12,1040,"[0, 130, 589, 731, 965, 1046]",81.0
994,channel-10 bd2 all max,0.0376926178115172,1.802530623835836e-05,4.522523033661529e-11,1046,"[0, 92, 552, 711, 887, 1046]",92.0
995,channel-10 bd2 all mean,0.0364547413647579,9.313039485510683e-06,7.005354918841734e-12,1046,"[0, 122, 551, 706, 917, 1046]",122.0
996,channel-10 bd2 all std,0.0448733718235788,2.739223555989646e-06,2.296263754380264e-12,1046,"[0, 124, 552, 784, 887, 1046]",103.0
997,channel-10 bd2 all sum,0.2148007353828507,0.0005968120580665,3.386063569864898e-08,1046,"[0, 553, 687, 838, 976, 1046]",70.0
998,channel-10 bd2 all norm-1,0.2148007353828507,0.0005968120580665,3.386063569864898e-08,1046,"[0, 553, 687, 838, 976, 1046]",70.0
999,channel-10 bd2 all norm-2,0.2023179134563964,7.735036448034668e-05,4.834218665697597e-10,1046,"[0, 553, 687, 842, 976, 1046]",70.0
1000,channel-10 bd2 dim-1 max,0.0202167639490902,1.4772361778280427e-05,2.852256019689838e-11,1046,"[0, 130, 525, 676, 899, 1046]",130.0
1001,channel-10 bd2 dim-1 mean,0.0562237954658017,8.854270369773614e-06,5.846703743344468e-12,1046,"[0, 134, 556, 700, 922, 1046]",124.0
1002,channel-10 bd2 dim-1 std,0.0119901061323478,2.2284957044353915e-06,1.741810435123735e-12,1046,"[0, 115, 237, 664, 891, 1046]",115.0
1003,channel-10 bd2 dim-1 sum,0.1811907176389948,0.0005092647836457,2.4933882759909285e-08,1046,"[0, 559, 687, 838, 938, 1046]",100.0
1004,channel-10 bd2 dim-1 norm-1,0.1811907176389948,0.0005092647836457,2.4933882759909285e-08,1046,"[0, 559, 687, 838, 938, 1046]",100.0
1005,channel-10 bd2 dim-1 norm-2,0.1181273678107935,6.89268439459925e-05,3.6214728579157745e-10,1046,"[0, 144, 553, 667, 888, 1046]",114.0
1006,channel-10 bd2 dim-2 max,0.0357168862687632,1.7457058575071062e-05,4.9598139380444255e-11,1040,"[0, 92, 552, 711, 887, 1046]",92.0
1007,channel-10 bd2 dim-2 mean,0.0779631006163203,1.3662732355687882e-05,3.2750762464972656e-11,1040,"[0, 194, 486, 711, 887, 1046]",159.0
1008,channel-10 bd2 dim-2 std,0.0060379892961153,2.546448490937725e-06,3.690772192825829e-12,1013,"[0, 109, 302, 559, 862, 1046]",109.0
1009,channel-10 bd2 dim-2 sum,0.013709741490223,8.754727442081633e-05,2.222693345967452e-09,1040,"[0, 52, 576, 697, 838, 1046]",52.0
1010,channel-10 bd2 dim-2 norm-1,0.013709741490223,8.754727442081633e-05,2.222693345967452e-09,1040,"[0, 52, 576, 697, 838, 1046]",52.0
1011,channel-10 bd2 dim-2 norm-2,0.0463408885651734,3.412046534552935e-05,1.8930253055084062e-10,1040,"[0, 362, 552, 700, 887, 1046]",148.0
1012,channel-11 entropy dim-1,0.1272928905369112,-0.3855483146448764,0.0020441298185483,1046,"[0, 218, 285, 560, 853, 1046]",67.0
1013,channel-11 entropy dim-2,0.1274897255701879,-0.1501728390794788,0.0059591665993831,1023,"[0, 183, 227, 289, 326, 1046]",37.0
1014,channel-11 numberofpoints dim-1,0.0686967648430074,66.99330783938815,220.7798594783496,82,"[0, 117, 239, 289, 559, 1046]",50.0
1015,channel-11 numberofpoints dim-2,0.1441715057597002,11.035372848948375,85.68582890391286,46,"[0, 133, 227, 269, 295, 1046]",26.0
1016,channel-11 amplitude-bottleneck dim-1,0.1571914156379684,2.5605991138590927e-06,2.149684520203081e-12,1046,"[0, 55, 250, 546, 664, 1046]",55.0
1017,channel-11 amplitude-bottleneck dim-2,0.1024597727443357,5.028331095135561e-07,1.2095776520072028e-13,1042,"[0, 53, 263, 424, 710, 1046]",53.0
1018,channel-11 amplitude-bottleneck norm-1,0.1636734651282146,3.063432223372649e-06,2.444879672925936e-12,1046,"[0, 55, 250, 488, 664, 1046]",55.0
1019,channel-11 amplitude-bottleneck norm-2,0.1767791426423556,2.6360272639475484e-06,2.131378367547228e-12,1046,"[0, 55, 250, 488, 664, 1046]",55.0
1020,channel-11 amplitude-wasserstein-1 dim-1,0.1682082067313872,2.9980066177818787e-05,1.5473244574074655e-10,1046,"[0, 182, 276, 603, 859, 1046]",94.0
1021,channel-11 amplitude-wasserstein-1 dim-2,0.2177624743880309,2.4465344924932963e-06,8.183367570282522e-12,1041,"[0, 131, 182, 233, 291, 1046]",51.0
1022,channel-11 amplitude-wasserstein-1 norm-1,0.2162088242555244,3.2426600670312085e-05,2.2181190785899727e-10,1046,"[0, 182, 276, 652, 863, 1046]",94.0
1023,channel-11 amplitude-wasserstein-1 norm-2,0.1997264812110084,3.0130267998826007e-05,1.598697505734362e-10,1046,"[0, 182, 276, 652, 863, 1046]",94.0
1024,channel-11 amplitude-wasserstein-2 dim-1,0.2096981768943812,5.271911302609313e-06,3.5646606533988e-12,1046,"[0, 55, 216, 552, 664, 1046]",55.0
1025,channel-11 amplitude-wasserstein-2 dim-2,0.1422796713980551,7.987146713765765e-07,3.82770420882477e-13,1042,"[0, 203, 293, 420, 658, 1046]",90.0
1026,channel-11 amplitude-wasserstein-2 norm-1,0.2184995014652134,6.07062597398589e-06,5.2460702518055336e-12,1046,"[0, 55, 239, 487, 664, 1046]",55.0
1027,channel-11 amplitude-wasserstein-2 norm-2,0.2162944049956927,5.352477672190987e-06,3.729199117071941e-12,1046,"[0, 55, 216, 552, 664, 1046]",55.0
1028,channel-11 amplitude-betti-1 dim-1,0.2652511552191672,5.980998851671322e-05,6.381567202192039e-10,118,"[0, 182, 269, 553, 652, 1046]",87.0
1029,channel-11 amplitude-betti-1 dim-2,0.2002648093575831,4.885052933248666e-06,3.334233234761906e-11,50,"[0, 127, 184, 235, 289, 1046]",51.0
1030,channel-11 amplitude-betti-1 norm-1,0.2044832331693215,6.469504144996189e-05,9.044914703519015e-10,617,"[0, 182, 269, 652, 843, 1046]",87.0
1031,channel-11 amplitude-betti-1 norm-2,0.1714703318264429,6.011727528069821e-05,6.584983049085227e-10,617,"[0, 147, 268, 616, 848, 1046]",121.0
1032,channel-11 amplitude-betti-2 dim-1,0.0872816745025451,0.0274030723590601,9.348738850494169e-05,756,"[0, 250, 358, 525, 731, 1046]",108.0
1033,channel-11 amplitude-betti-2 dim-2,0.13325014210967,0.0029496594966384,8.351788504895509e-06,155,"[0, 185, 231, 280, 301, 1046]",21.0
1034,channel-11 amplitude-betti-2 norm-1,0.1010729744148175,0.0303527318556986,0.0001449460049958,1018,"[0, 182, 250, 293, 655, 1046]",43.0
1035,channel-11 amplitude-betti-2 norm-2,0.1112624617772764,0.0276247944188184,9.833542652399326e-05,1018,"[0, 250, 313, 558, 731, 1046]",63.0
1036,channel-11 amplitude-landscape-1-1 dim-1,-1.0,1.1602873766523492e-11,4.062053593706179e-22,1046,,
1037,channel-11 amplitude-landscape-1-1 dim-2,0.2481349513725513,6.640931243814855e-13,6.861706101645633e-25,1001,"[0, 224, 424, 752, 840, 1046]",88.0
1038,channel-11 amplitude-landscape-1-1 norm-1,-1.0,1.2266966890904975e-11,4.13976286896758e-22,1046,,
1039,channel-11 amplitude-landscape-1-1 norm-2,-1.0,1.1657322558138795e-11,4.060652701526663e-22,1046,,
1040,channel-11 amplitude-landscape-1-2 dim-1,0.1690780255057502,1.6794900251497928e-11,4.887123459433785e-22,1046,"[0, 55, 488, 546, 664, 1046]",55.0
1041,channel-11 amplitude-landscape-1-2 dim-2,0.157576476609704,8.410290855933174e-13,1.2342902974982375e-24,1001,"[0, 136, 218, 289, 407, 1046]",71.0
1042,channel-11 amplitude-landscape-1-2 norm-1,0.1902510732257341,1.7635929337091246e-11,5.009392048606411e-22,1046,"[0, 55, 549, 664, 686, 1046]",22.0
1043,channel-11 amplitude-landscape-1-2 norm-2,0.1664487514190277,1.6853675132022285e-11,4.886750595091784e-22,1046,"[0, 55, 488, 546, 654, 1046]",55.0
1044,channel-11 amplitude-landscape-2-1 dim-1,0.158812173288137,4.195503530349236e-09,1.751031608462171e-17,1046,"[0, 55, 258, 529, 670, 1046]",55.0
1045,channel-11 amplitude-landscape-2-1 dim-2,0.0717706961090037,4.1454566325347685e-10,1.7243980633892857e-19,1001,"[0, 218, 434, 569, 748, 1046]",135.0
1046,channel-11 amplitude-landscape-2-1 norm-1,0.2081299359243622,4.610049193602714e-09,1.8353490682758416e-17,1046,"[0, 55, 285, 488, 664, 1046]",55.0
1047,channel-11 amplitude-landscape-2-1 norm-2,0.163787016201695,4.239312362965109e-09,1.748489540109879e-17,1046,"[0, 55, 260, 520, 675, 1046]",55.0
1048,channel-11 amplitude-landscape-2-2 dim-1,0.1738550335163046,4.8469015311991595e-09,1.8434111177997082e-17,1046,"[0, 55, 250, 488, 654, 1046]",55.0
1049,channel-11 amplitude-landscape-2-2 dim-2,0.1252008219453728,4.4417073136506326e-10,2.0454496427439306e-19,1001,"[0, 224, 424, 652, 852, 1046]",194.0
1050,channel-11 amplitude-landscape-2-2 norm-1,0.241653491931847,5.291072262564223e-09,1.945033199573649e-17,1046,"[0, 55, 525, 669, 841, 1046]",55.0
1051,channel-11 amplitude-landscape-2-2 norm-2,0.1867892977216272,4.889334702311826e-09,1.842259784609441e-17,1046,"[0, 55, 322, 546, 664, 1046]",55.0
1052,channel-11 amplitude-silhouette-1-1 dim-1,0.3227723683190251,2.1484239632768645e-12,2.687858618934648e-23,1046,"[0, 55, 285, 350, 483, 1046]",55.0
1053,channel-11 amplitude-silhouette-1-1 dim-2,0.0721615365754603,1.8346271329208691e-13,9.394353761160336e-26,1001,"[0, 50, 367, 613, 840, 1046]",50.0
1054,channel-11 amplitude-silhouette-1-1 norm-1,0.3100901634940705,2.331886676568952e-12,2.737535550616206e-23,1046,"[0, 55, 285, 364, 464, 1046]",55.0
1055,channel-11 amplitude-silhouette-1-1 norm-2,0.2514614112670214,2.175353433057107e-12,2.6889672047552904e-23,1046,"[0, 55, 296, 436, 488, 1046]",52.0
1056,channel-11 amplitude-silhouette-1-2 dim-1,-1.0,4.903852524198945e-12,2.1847366248907772e-22,1046,,
1057,channel-11 amplitude-silhouette-1-2 dim-2,0.1488183372783349,2.567721698766459e-13,1.5989865799683015e-25,1001,"[0, 183, 424, 710, 839, 1046]",129.0
1058,channel-11 amplitude-silhouette-1-2 norm-1,-1.0,5.160624694075592e-12,2.1998258929993786e-22,1046,,
1059,channel-11 amplitude-silhouette-1-2 norm-2,-1.0,4.934292306733368e-12,2.1839979862276526e-22,1046,,
1060,channel-11 amplitude-silhouette-2-1 dim-1,0.2142688078290296,8.19244868457263e-10,1.2536937271279276e-18,1046,"[0, 55, 285, 488, 641, 1046]",55.0
1061,channel-11 amplitude-silhouette-2-1 dim-2,0.0072720359027348,1.3806879136962178e-10,4.033216715022495e-20,1001,"[0, 78, 399, 584, 773, 1046]",78.0
1062,channel-11 amplitude-silhouette-2-1 norm-1,0.1561956232546375,9.57313659826885e-10,1.3718690089123861e-18,1046,"[0, 55, 254, 461, 604, 1046]",55.0
