index,name,score,mean,variance,unique_values,edges,min_stage_length
8219,channel-39 landscape dim-1 kurtosis,0.1089244949284787,16.1852356075111,89.31228050739125,1046,"[0, 84, 496, 792, 958, 1046]",84.0
8220,channel-39 landscape dim-1 skew,0.0903553156135256,3.9444892147662487,1.0421269318818007,1046,"[0, 86, 523, 793, 957, 1046]",86.0
8221,channel-39 landscape dim-1 norm-1,0.0254416498552296,2.714031318361253e-05,7.737054280351831e-10,1046,"[0, 85, 525, 731, 933, 1046]",85.0
8222,channel-39 landscape dim-1 norm-2,0.0508748933096625,8.616632358391401e-06,3.886514028884101e-11,1046,"[0, 85, 525, 701, 930, 1046]",85.0
8223,channel-39 landscape dim-2 max,0.0115768821748096,4.91739137330921e-07,2.704601201245703e-13,1007,"[0, 52, 486, 780, 887, 1046]",52.0
8224,channel-39 landscape dim-2 mean,-0.0200832988432485,1.4209049436790745e-08,6.056806805647976e-16,1007,"[0, 70, 457, 771, 945, 1046]",70.0
8225,channel-39 landscape dim-2 std,0.0168549471513991,6.796755707625868e-08,7.715046497742472e-15,1007,"[0, 52, 437, 780, 887, 1046]",52.0
8226,channel-39 landscape dim-2 sum,-0.0200832988432485,1.4209049436790744e-06,6.0568068056479695e-12,1007,"[0, 70, 457, 771, 945, 1046]",70.0
8227,channel-39 landscape dim-2 percentile-25,-1.0,0.0,0.0,1,,
8228,channel-39 landscape dim-2 median,-1.0,0.0,0.0,1,,
8229,channel-39 landscape dim-2 percentile-75,-1.0,0.0,0.0,1,,
8230,channel-39 landscape dim-2 kurtosis,0.0147709654621829,51.37934538498085,706.0406289931842,918,"[0, 246, 424, 786, 886, 1046]",100.0
8231,channel-39 landscape dim-2 skew,0.017084532538283,6.801758901261538,4.745853511773878,907,"[0, 109, 460, 786, 894, 1046]",108.0
8232,channel-39 landscape dim-2 norm-1,-0.0200832988432485,1.4209049436790744e-06,6.0568068056479695e-12,1007,"[0, 70, 457, 771, 945, 1046]",70.0
8233,channel-39 landscape dim-2 norm-2,0.0038396085055723,6.952800321817893e-07,8.308057735333629e-13,1007,"[0, 57, 217, 464, 798, 1046]",57.0
8234,channel-39 silhouette-1 dim-1 max,0.0271485930949546,9.86284838756322e-07,6.218504430318283e-13,1046,"[0, 92, 485, 656, 976, 1046]",70.0
8235,channel-39 silhouette-1 dim-1 mean,0.0633871068567628,6.46124628798487e-08,8.75517449090709e-15,1046,"[0, 92, 525, 787, 887, 1046]",92.0
8236,channel-39 silhouette-1 dim-1 std,0.0494500188151277,1.969636439605164e-07,4.0996303641584113e-14,1046,"[0, 92, 485, 766, 976, 1046]",70.0
8237,channel-39 silhouette-1 dim-1 sum,0.0633871068567628,6.461246287984871e-06,8.755174490907083e-11,1046,"[0, 92, 525, 787, 887, 1046]",92.0
8238,channel-39 silhouette-1 dim-1 percentile-25,-1.0,0.0,0.0,1,,
8239,channel-39 silhouette-1 dim-1 median,-1.0,0.0,0.0,1,,
8240,channel-39 silhouette-1 dim-1 percentile-75,0.2216717967973776,6.8746533478674265e-09,7.496882926782171e-15,19,"[0, 199, 266, 525, 787, 1046]",67.0
8241,channel-39 silhouette-1 dim-1 kurtosis,0.1100677844410975,19.23821167436205,170.1743748763494,1046,"[0, 120, 503, 775, 970, 1046]",76.0
8242,channel-39 silhouette-1 dim-1 skew,0.0862762874962094,4.255474609155268,1.5502223779143622,1046,"[0, 85, 503, 775, 970, 1046]",76.0
8243,channel-39 silhouette-1 dim-1 norm-1,0.0633871068567628,6.461246287984871e-06,8.755174490907083e-11,1046,"[0, 92, 525, 787, 887, 1046]",92.0
8244,channel-39 silhouette-1 dim-1 norm-2,0.0242715088567004,2.0785229308379287e-06,4.951812670458591e-12,1046,"[0, 92, 485, 656, 976, 1046]",70.0
8245,channel-39 silhouette-1 dim-2 max,0.0068176890618912,2.717863026815613e-07,1.6115146734969254e-13,1007,"[0, 52, 472, 799, 887, 1046]",52.0
8246,channel-39 silhouette-1 dim-2 mean,0.0019553266758695,7.680278203388647e-09,3.510860810131003e-16,1007,"[0, 63, 469, 788, 930, 1046]",63.0
8247,channel-39 silhouette-1 dim-2 std,-0.0267756080193491,3.746214457502304e-08,4.610257579338496e-15,1007,"[0, 57, 451, 800, 928, 1046]",57.0
8248,channel-39 silhouette-1 dim-2 sum,0.0019553266759033,7.680278203388646e-07,3.510860810131005e-12,1007,"[0, 63, 469, 788, 930, 1046]",63.0
8249,channel-39 silhouette-1 dim-2 percentile-25,-1.0,0.0,0.0,1,,
8250,channel-39 silhouette-1 dim-2 median,-1.0,0.0,0.0,1,,
8251,channel-39 silhouette-1 dim-2 percentile-75,-1.0,0.0,0.0,1,,
8252,channel-39 silhouette-1 dim-2 kurtosis,0.0052880896413156,58.02076740290192,760.248904297692,920,"[0, 52, 215, 452, 753, 1046]",52.0
8253,channel-39 silhouette-1 dim-2 skew,-0.0070019459104683,7.260754329740786,5.01760869663335,908,"[0, 79, 235, 520, 858, 1046]",79.0
8254,channel-39 silhouette-1 dim-2 norm-1,0.0019553266759033,7.680278203388646e-07,3.510860810131005e-12,1007,"[0, 63, 469, 788, 930, 1046]",63.0
8255,channel-39 silhouette-1 dim-2 norm-2,0.0172903039679918,3.829626058460182e-07,4.957135011464337e-13,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8256,channel-39 silhouette-2 dim-1 max,0.0357932720920762,2.163760943259057e-06,2.2975837069154853e-12,1046,"[0, 85, 525, 766, 976, 1046]",70.0
8257,channel-39 silhouette-2 dim-1 mean,0.028086006926538,1.3497456624102234e-07,2.999634046142988e-14,1046,"[0, 85, 525, 787, 930, 1046]",85.0
8258,channel-39 silhouette-2 dim-1 std,0.0171320197215307,4.2399465822686955e-07,1.451813358680211e-13,1046,"[0, 92, 528, 707, 949, 1046]",92.0
8259,channel-39 silhouette-2 dim-1 sum,0.028086006926538,1.3497456624102233e-05,2.9996340461429885e-10,1046,"[0, 85, 525, 787, 930, 1046]",85.0
8260,channel-39 silhouette-2 dim-1 percentile-25,-1.0,0.0,0.0,1,,
8261,channel-39 silhouette-2 dim-1 median,-1.0,0.0,0.0,1,,
8262,channel-39 silhouette-2 dim-1 percentile-75,0.1165125156089575,1.1418435029427532e-08,2.599180298739607e-14,19,"[0, 199, 265, 509, 787, 1046]",66.0
8263,channel-39 silhouette-2 dim-1 kurtosis,0.1686858419241382,19.76219513930308,168.7803207079005,1046,"[0, 136, 493, 677, 844, 1046]",136.0
8264,channel-39 silhouette-2 dim-1 skew,0.1459120223523839,4.31870290827666,1.5218384761891113,1046,"[0, 107, 499, 665, 843, 1046]",107.0
8265,channel-39 silhouette-2 dim-1 norm-1,0.028086006926538,1.3497456624102233e-05,2.9996340461429885e-10,1046,"[0, 85, 525, 787, 930, 1046]",85.0
8266,channel-39 silhouette-2 dim-1 norm-2,0.0349443276804585,4.460084038900029e-06,1.742428900486825e-11,1046,"[0, 85, 525, 766, 930, 1046]",85.0
8267,channel-39 silhouette-2 dim-2 max,-0.0279632094301965,3.6132955335052445e-07,2.3684575880797185e-13,1007,"[0, 73, 502, 791, 929, 1046]",73.0
8268,channel-39 silhouette-2 dim-2 mean,0.014971956016801,9.682551065468046e-09,4.75945526957161e-16,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8269,channel-39 silhouette-2 dim-2 std,0.0025692690771616,4.887539943707873e-08,6.563271124454784e-15,1007,"[0, 52, 486, 799, 887, 1046]",52.0
8270,channel-39 silhouette-2 dim-2 sum,0.0149719560168011,9.682551065468046e-07,4.7594552695716116e-12,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8271,channel-39 silhouette-2 dim-2 percentile-25,-1.0,0.0,0.0,1,,
8272,channel-39 silhouette-2 dim-2 median,-1.0,0.0,0.0,1,,
8273,channel-39 silhouette-2 dim-2 percentile-75,-1.0,0.0,0.0,1,,
8274,channel-39 silhouette-2 dim-2 kurtosis,0.0001468694645673,61.31851481673512,786.4161614883959,919,"[0, 45, 252, 472, 807, 1046]",45.0
8275,channel-39 silhouette-2 dim-2 skew,-0.0101570081768736,7.487373647439488,5.154983241850714,910,"[0, 72, 238, 508, 861, 1046]",72.0
8276,channel-39 silhouette-2 dim-2 norm-1,0.0149719560168011,9.682551065468046e-07,4.7594552695716116e-12,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8277,channel-39 silhouette-2 dim-2 norm-2,0.0109300080209533,4.989575633659778e-07,7.032179888973851e-13,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8278,channel-39 entropy dim-1,-0.0092263531680343,-0.3656890376680861,0.0021970058497741,1046,"[0, 99, 509, 660, 920, 1046]",99.0
8279,channel-39 entropy dim-2,0.0515325988294096,-0.1091016224825554,0.0027443786139057,993,"[0, 79, 492, 695, 791, 1046]",79.0
8280,channel-39 numberofpoints dim-1,0.0178575767786868,58.023900573613766,219.6310071633111,77,"[0, 95, 238, 573, 925, 1046]",95.0
8281,channel-39 numberofpoints dim-2,0.0945324039092538,6.230401529636711,14.709543762064705,26,"[0, 139, 509, 697, 770, 1046]",73.0
8282,channel-39 amplitude-bottleneck dim-1,0.0867493869804827,4.415287732264313e-06,4.490088389614427e-12,1046,"[0, 85, 485, 701, 976, 1046]",70.0
8283,channel-39 amplitude-bottleneck dim-2,-0.0062022754831046,6.233308847079902e-07,2.785617708066319e-13,1040,"[0, 52, 330, 486, 780, 1046]",52.0
8284,channel-39 amplitude-bottleneck norm-1,0.0608887723933398,5.038618616972303e-06,5.359014255935409e-12,1046,"[0, 85, 552, 767, 976, 1046]",70.0
8285,channel-39 amplitude-bottleneck norm-2,0.0766140816161675,4.4862040605990524e-06,4.5256981699228665e-12,1046,"[0, 85, 550, 701, 926, 1046]",85.0
8286,channel-39 amplitude-wasserstein-1 dim-1,0.0983528732680957,3.478204875916882e-05,1.0919004225454975e-10,1046,"[0, 52, 553, 757, 857, 1046]",52.0
8287,channel-39 amplitude-wasserstein-1 dim-2,0.0042223418973024,1.4740467252889576e-06,8.961592956041519e-13,1040,"[0, 222, 371, 515, 950, 1046]",96.0
8288,channel-39 amplitude-wasserstein-1 norm-1,0.0904316958366957,3.625609548445778e-05,1.1773945345522395e-10,1046,"[0, 52, 552, 757, 855, 1046]",52.0
8289,channel-39 amplitude-wasserstein-1 norm-2,0.0978845805466457,3.482438176313978e-05,1.0931162548629455e-10,1046,"[0, 52, 553, 757, 857, 1046]",52.0
8290,channel-39 amplitude-wasserstein-2 dim-1,0.080869533693443,7.510180781409148e-06,8.3518985311549e-12,1046,"[0, 52, 525, 718, 930, 1046]",52.0
8291,channel-39 amplitude-wasserstein-2 dim-2,-0.0186240952923149,7.784246944278077e-07,3.083764464511364e-13,1040,"[0, 52, 564, 780, 887, 1046]",52.0
8292,channel-39 amplitude-wasserstein-2 norm-1,0.066182421451547,8.28860547583696e-06,1.0039643869671822e-11,1046,"[0, 66, 524, 740, 919, 1046]",66.0
8293,channel-39 amplitude-wasserstein-2 norm-2,0.0835515341938892,7.565094393071987e-06,8.438169838249868e-12,1046,"[0, 52, 552, 686, 887, 1046]",52.0
8294,channel-39 amplitude-betti-1 dim-1,0.1145099812339972,6.952662079007398e-05,4.4610801760823434e-10,108,"[0, 47, 554, 780, 855, 1046]",47.0
8295,channel-39 amplitude-betti-1 dim-2,0.0165940754021614,2.929318708073133e-06,4.035331646230543e-12,21,"[0, 248, 437, 671, 855, 1046]",184.0
8296,channel-39 amplitude-betti-1 norm-1,0.1058648689340225,7.245593949814711e-05,4.818550364041897e-10,595,"[0, 47, 553, 780, 855, 1046]",47.0
8297,channel-39 amplitude-betti-1 norm-2,0.1161089539549497,6.961332674030907e-05,4.4665666262923245e-10,595,"[0, 47, 554, 682, 855, 1046]",47.0
8298,channel-39 amplitude-betti-2 dim-1,0.0128181822958676,0.0270307453241365,6.043828236979318e-05,761,"[0, 95, 246, 549, 868, 1046]",95.0
8299,channel-39 amplitude-betti-2 dim-2,-0.0095792167244772,0.0018902438054101,9.526301143381056e-07,46,"[0, 143, 226, 503, 684, 1046]",83.0
8300,channel-39 amplitude-betti-2 norm-1,0.0253449271074197,0.0289209891295467,6.571390509471341e-05,1029,"[0, 95, 553, 746, 868, 1046]",95.0
8301,channel-39 amplitude-betti-2 norm-2,-0.0173196952923064,0.0271147293629158,6.041564610514721e-05,1029,"[0, 124, 455, 577, 843, 1046]",122.0
8302,channel-39 amplitude-landscape-1-1 dim-1,0.0254416498552296,2.8715720941755344e-11,8.661345889859008e-22,1046,"[0, 85, 525, 731, 933, 1046]",85.0
8303,channel-39 amplitude-landscape-1-1 dim-2,-0.0200832988432486,8.486839126457504e-13,2.1607554170334332e-24,1007,"[0, 70, 457, 771, 945, 1046]",70.0
8304,channel-39 amplitude-landscape-1-1 norm-1,0.0240763629155365,2.9564404854401086e-11,8.865130047746625e-22,1046,"[0, 85, 525, 701, 976, 1046]",70.0
8305,channel-39 amplitude-landscape-1-1 norm-2,0.0243243553584138,2.8759593339823632e-11,8.664923051723809e-22,1046,"[0, 84, 522, 712, 941, 1046]",84.0
8306,channel-39 amplitude-landscape-1-2 dim-1,0.0609834818181351,4.1611689399473614e-11,1.6562886861258378e-21,1046,"[0, 85, 485, 711, 976, 1046]",70.0
8307,channel-39 amplitude-landscape-1-2 dim-2,-0.0092429560491566,9.002388729725098e-13,2.3106187654893662e-24,1007,"[0, 98, 484, 780, 948, 1046]",98.0
8308,channel-39 amplitude-landscape-1-2 norm-1,0.0787747819920951,4.2511928272446125e-11,1.6919328263767965e-21,1046,"[0, 92, 485, 711, 887, 1046]",92.0
8309,channel-39 amplitude-landscape-1-2 norm-2,0.0610553971140845,4.16426697171692e-11,1.6568287957774253e-21,1046,"[0, 85, 485, 711, 976, 1046]",70.0
8310,channel-39 amplitude-landscape-2-1 dim-1,0.0508748933096625,8.86318875160709e-09,4.1121136493384416e-17,1046,"[0, 85, 525, 701, 930, 1046]",85.0
8311,channel-39 amplitude-landscape-2-1 dim-2,0.0038396085055722,5.373413094726489e-10,4.962270682972771e-19,1007,"[0, 57, 217, 464, 798, 1046]",57.0
8312,channel-39 amplitude-landscape-2-1 norm-1,0.0533705091845331,9.400530061079741e-09,4.3849953158250015e-17,1046,"[0, 85, 525, 701, 976, 1046]",70.0
8313,channel-39 amplitude-landscape-2-1 norm-2,0.0740241393788997,8.902815469564117e-09,4.120169341585497e-17,1046,"[0, 85, 485, 701, 976, 1046]",70.0
8314,channel-39 amplitude-landscape-2-2 dim-1,0.0783778838518752,1.0113998819898486e-08,5.156150304211604e-17,1046,"[0, 85, 485, 701, 976, 1046]",70.0
8315,channel-39 amplitude-landscape-2-2 dim-2,0.0003260554838443,5.460324253280507e-10,5.014371138846357e-19,1007,"[0, 57, 234, 488, 799, 1046]",57.0
8316,channel-39 amplitude-landscape-2-2 norm-1,0.0820336662279608,1.0660031245226534e-08,5.5015715778202587e-17,1046,"[0, 85, 485, 718, 976, 1046]",70.0
8317,channel-39 amplitude-landscape-2-2 norm-2,0.0788409093446609,1.0148242894039589e-08,5.1666851187851606e-17,1046,"[0, 85, 485, 701, 976, 1046]",70.0
8318,channel-39 amplitude-silhouette-1-1 dim-1,0.0633871068567628,6.836300822562202e-12,9.801093781181028e-23,1046,"[0, 92, 525, 787, 887, 1046]",92.0
8319,channel-39 amplitude-silhouette-1-1 dim-2,0.0019553266758694,4.587307958112035e-13,1.252493559290498e-24,1007,"[0, 63, 469, 788, 930, 1046]",63.0
8320,channel-39 amplitude-silhouette-1-1 norm-1,0.0678657499527705,7.295031618373405e-12,1.0280946329708932e-22,1046,"[0, 85, 525, 787, 887, 1046]",85.0
8321,channel-39 amplitude-silhouette-1-1 norm-2,0.0390316807197577,6.91547319459345e-12,9.838426424160261e-23,1046,"[0, 52, 525, 787, 887, 1046]",52.0
8322,channel-39 amplitude-silhouette-1-2 dim-1,0.028086006926538,1.4280940504223632e-11,3.3579792871067032e-22,1046,"[0, 85, 525, 787, 930, 1046]",85.0
8323,channel-39 amplitude-silhouette-1-2 dim-2,0.0149719560168009,5.783233677375174e-13,1.697927486520673e-24,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8324,channel-39 amplitude-silhouette-1-2 norm-1,0.0339613637607955,1.485926387196115e-11,3.4374127471677372e-22,1046,"[0, 85, 525, 787, 930, 1046]",85.0
8325,channel-39 amplitude-silhouette-1-2 norm-2,0.0293818261380183,1.4346263075843212e-11,3.3595884213802855e-22,1046,"[0, 85, 525, 787, 930, 1046]",85.0
8326,channel-39 amplitude-silhouette-2-1 dim-1,0.0242715088567006,2.1379978040515252e-09,5.2392494456031305e-18,1046,"[0, 92, 485, 656, 976, 1046]",70.0
8327,channel-39 amplitude-silhouette-2-1 dim-2,0.0172903039679918,2.9596942034796305e-10,2.9608178617140437e-19,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8328,channel-39 amplitude-silhouette-2-1 norm-1,0.0422602252040165,2.4339672243994888e-09,6.0857819278499965e-18,1046,"[0, 85, 485, 686, 976, 1046]",70.0
8329,channel-39 amplitude-silhouette-2-1 norm-2,0.0235167644161514,2.20161720757721e-09,5.346665041778217e-18,1046,"[0, 52, 485, 766, 976, 1046]",52.0
8330,channel-39 amplitude-silhouette-2-2 dim-1,0.0349443276804581,4.587704922364918e-09,1.843571285590052e-17,1046,"[0, 85, 525, 766, 930, 1046]",85.0
8331,channel-39 amplitude-silhouette-2-2 dim-2,0.0109300080209535,3.8561514506468086e-10,4.2002091478056304e-19,1007,"[0, 52, 437, 799, 887, 1046]",52.0
8332,channel-39 amplitude-silhouette-2-2 norm-1,0.0284411238093653,4.973320067429598e-09,1.9799412281059378e-17,1046,"[0, 85, 520, 705, 946, 1046]",85.0
8333,channel-39 amplitude-silhouette-2-2 norm-2,0.0291975717082649,4.6437514859414255e-09,1.848668858662891e-17,1046,"[0, 92, 522, 714, 952, 1046]",92.0
8334,channel-39 life all max,0.0867493869804827,8.830575464528626e-06,1.796035355845771e-11,1046,"[0, 85, 485, 701, 976, 1046]",70.0
8335,channel-39 life all mean,0.0733205256694519,1.2008570390025084e-06,2.281507806702033e-13,1046,"[0, 84, 488, 714, 938, 1046]",84.0
8336,channel-39 life all std,0.0710691754834785,1.5739269071984166e-06,7.717656222401568e-13,1046,"[0, 92, 485, 711, 976, 1046]",70.0
8337,channel-39 life all sum,0.0904316958366957,7.251219096891557e-05,4.709578138208959e-10,1046,"[0, 52, 552, 757, 855, 1046]",52.0
8338,channel-39 life all percentile-25,0.0335656721909568,3.3168761514307456e-07,9.427669927163171e-15,1046,"[0, 47, 551, 714, 976, 1046]",47.0
8339,channel-39 life all median,0.0842882421234927,6.953938984431746e-07,3.772949982530122e-14,1045,"[0, 47, 551, 615, 930, 1046]",47.0
8340,channel-39 life all percentile-75,0.0511358538420674,1.3573223475326723e-06,2.0781636358326002e-13,1046,"[0, 108, 469, 714, 996, 1046]",50.0
8341,channel-39 life all kurtosis,0.0452446349416827,12.939393053417684,132.3103718980945,1046,"[0, 128, 244, 550, 915, 1046]",116.0
8342,channel-39 life all skew,0.0149660982066919,3.099808434515276,1.5613629337759043,1046,"[0, 124, 307, 561, 857, 1046]",124.0
8343,channel-39 life all norm-1,0.0904316958366957,7.251219096891557e-05,4.709578138208959e-10,1046,"[0, 52, 552, 757, 855, 1046]",52.0
8344,channel-39 life all norm-2,0.0835515341938891,1.5130188786143975e-05,3.375267935299947e-11,1046,"[0, 52, 552, 686, 887, 1046]",52.0
8345,channel-39 life dim-1 max,0.0867493869804827,8.830575464528626e-06,1.796035355845771e-11,1046,"[0, 85, 485, 701, 976, 1046]",70.0
8346,channel-39 life dim-1 mean,0.0703089122165423,1.2730459795561205e-06,2.6756285741562775e-13,1046,"[0, 102, 477, 704, 938, 1046]",102.0
8347,channel-39 life dim-1 std,0.0675456188416833,1.6253510832586083e-06,8.487123290488083e-13,1046,"[0, 92, 485, 711, 935, 1046]",92.0
8348,channel-39 life dim-1 sum,0.0983528732680957,6.956409751833764e-05,4.3676016901819905e-10,1046,"[0, 52, 553, 757, 857, 1046]",52.0
8349,channel-39 life dim-1 percentile-25,0.0206464363659151,3.643677909789869e-07,1.092415063593378e-14,1046,"[0, 72, 513, 699, 976, 1046]",70.0
8350,channel-39 life dim-1 median,0.0169979975280866,7.49939446714191e-07,3.9412643773239525e-14,1046,"[0, 47, 420, 593, 971, 1046]",47.0
8351,channel-39 life dim-1 percentile-75,0.034093461876087,1.4405184519475011e-06,2.7564115202710735e-13,1046,"[0, 130, 485, 707, 956, 1046]",90.0
8352,channel-39 life dim-1 kurtosis,0.0578760271222894,11.850745280413202,113.51763372155315,1046,"[0, 244, 550, 806, 915, 1046]",109.0
8353,channel-39 life dim-1 skew,0.0134374830730268,2.9776649556137342,1.4973405982881016,1046,"[0, 128, 358, 550, 796, 1046]",128.0
8354,channel-39 life dim-1 norm-1,0.0983528732680957,6.956409751833764e-05,4.3676016901819905e-10,1046,"[0, 52, 553, 757, 857, 1046]",52.0
8355,channel-39 life dim-1 norm-2,0.080869533693443,1.5020361562818297e-05,3.34075941246196e-11,1046,"[0, 52, 525, 718, 930, 1046]",52.0
8356,channel-39 life dim-2 max,-0.0062022754831046,1.2466617694159804e-06,1.1142470832265276e-12,1040,"[0, 52, 330, 486, 780, 1046]",52.0
8357,channel-39 life dim-2 mean,0.15686366429408,5.517129482600858e-07,2.179272511347569e-13,1040,"[0, 132, 486, 780, 842, 1046]",62.0
8358,channel-39 life dim-2 std,-0.0202255523325424,3.953042558509775e-07,1.7062186687040346e-13,993,"[0, 59, 273, 524, 865, 1046]",59.0
8359,channel-39 life dim-2 sum,0.0042223418973024,2.9480934505779157e-06,3.584637182416607e-12,1040,"[0, 222, 371, 515, 950, 1046]",96.0
8360,channel-39 life dim-2 percentile-25,0.0290696846481142,2.8859396495325575e-07,1.2337684071752265e-13,1040,"[0, 129, 278, 535, 834, 1046]",129.0
8361,channel-39 life dim-2 median,0.0100237315144277,4.285102247967141e-07,1.92197503807142e-13,1038,"[0, 129, 467, 733, 889, 1046]",129.0
8362,channel-39 life dim-2 percentile-75,0.0540322026413679,6.875030177991382e-07,3.6746381030822953e-13,1040,"[0, 132, 535, 780, 887, 1046]",107.0
8363,channel-39 life dim-2 kurtosis,0.069810711211913,-0.509171485944268,1.9133714490114853,809,"[0, 105, 507, 675, 775, 1046]",100.0
8364,channel-39 life dim-2 skew,0.0184137465254144,0.6668945494843888,0.4519500789425005,911,"[0, 169, 499, 666, 804, 1046]",138.0
8365,channel-39 life dim-2 norm-1,0.0042223418973024,2.9480934505779157e-06,3.584637182416607e-12,1040,"[0, 222, 371, 515, 950, 1046]",96.0
8366,channel-39 life dim-2 norm-2,-0.0186240952923149,1.5568493888556154e-06,1.2335057858045454e-12,1040,"[0, 52, 564, 780, 887, 1046]",52.0
8367,channel-39 bd2 all max,0.0899644087545354,1.798194394166048e-05,5.7268341340272505e-11,1046,"[0, 125, 482, 711, 976, 1046]",70.0
8368,channel-39 bd2 all mean,0.0747494098670155,8.749691223748231e-06,7.528808579800635e-12,1046,"[0, 92, 478, 682, 977, 1046]",69.0
8369,channel-39 bd2 all std,0.0018055390541766,2.883785689433828e-06,3.0998896128121014e-12,1046,"[0, 92, 525, 711, 976, 1046]",70.0
8370,channel-39 bd2 all sum,0.0190960699787127,0.000538885136235,2.3075507503123998e-08,1046,"[0, 59, 449, 768, 929, 1046]",59.0
8371,channel-39 bd2 all percentile-25,0.0733812459782556,6.760608967343583e-06,3.0721993784180773e-12,1046,"[0, 140, 478, 832, 976, 1046]",70.0
8372,channel-39 bd2 all median,0.0594437960782102,8.097571565896253e-06,5.762490998819266e-12,1046,"[0, 93, 480, 747, 976, 1046]",70.0
8373,channel-39 bd2 all percentile-75,0.0442709812864039,1.0048331806257337e-05,1.3059189444435648e-11,1046,"[0, 92, 478, 686, 964, 1046]",82.0
8374,channel-39 bd2 all kurtosis,-0.017429128296567,2.439776195655667,16.861213385720085,1046,"[0, 202, 467, 551, 676, 1046]",84.0
8375,channel-39 bd2 all skew,-0.0150466434127712,1.2169738748763803,0.6551749907270977,1046,"[0, 130, 474, 577, 685, 1046]",103.0
8376,channel-39 bd2 all norm-1,0.0190960699787127,0.000538885136235,2.3075507503123998e-08,1046,"[0, 59, 449, 768, 929, 1046]",59.0
8377,channel-39 bd2 all norm-2,0.059493327085374,7.165661055574182e-05,3.925094570346453e-10,1046,"[0, 52, 478, 718, 977, 1046]",52.0
8378,channel-39 bd2 dim-1 max,0.0366337606217432,1.5572345699311458e-05,4.817046968141382e-11,1046,"[0, 92, 474, 711, 932, 1046]",92.0
8379,channel-39 bd2 dim-1 mean,0.0934224124202451,8.339589129845323e-06,6.189446621270173e-12,1046,"[0, 104, 480, 698, 934, 1046]",104.0
8380,channel-39 bd2 dim-1 std,0.0531289998275255,2.4567890742491538e-06,2.3830071700536933e-12,1046,"[0, 92, 265, 486, 711, 1046]",92.0
8381,channel-39 bd2 dim-1 sum,0.1031767479671981,0.0004667729242021,1.7991112987210542e-08,1046,"[0, 127, 552, 738, 855, 1046]",117.0
8382,channel-39 bd2 dim-1 percentile-25,0.0785092759214207,6.637378591189109e-06,2.8279821803194417e-12,1046,"[0, 115, 478, 785, 975, 1046]",71.0
8383,channel-39 bd2 dim-1 median,0.0980601558978061,7.846691980430687e-06,5.032594567662655e-12,1046,"[0, 104, 478, 714, 881, 1046]",104.0
8384,channel-39 bd2 dim-1 percentile-75,0.0656219685333514,9.518940389197412e-06,1.0122433296614517e-11,1046,"[0, 92, 478, 718, 980, 1046]",66.0
8385,channel-39 bd2 dim-1 kurtosis,-0.0116232296776024,1.5505217223007923,12.040985464807289,1046,"[0, 110, 334, 570, 962, 1046]",84.0
8386,channel-39 bd2 dim-1 skew,-0.0364567667068785,0.9430658145446544,0.6618275435571704,1046,"[0, 94, 459, 593, 663, 1046]",70.0
8387,channel-39 bd2 dim-1 norm-1,0.1031767479671981,0.0004667729242021,1.7991112987210542e-08,1046,"[0, 127, 552, 738, 855, 1046]",117.0
8388,channel-39 bd2 dim-1 norm-2,0.0916691609559723,6.44887925784724e-05,2.9631326433163967e-10,1046,"[0, 85, 529, 719, 927, 1046]",85.0
8389,channel-39 bd2 dim-2 max,0.0924758479306522,1.6865679744119677e-05,5.794573366464298e-11,1040,"[0, 140, 486, 718, 976, 1046]",70.0
8390,channel-39 bd2 dim-2 mean,0.0706597116624824,1.2998640112180965e-05,3.449623748209035e-11,1040,"[0, 139, 486, 615, 976, 1046]",70.0
8391,channel-39 bd2 dim-2 std,0.0511622949952311,2.6612333620997146e-06,4.5530939148479895e-12,993,"[0, 122, 265, 486, 712, 1046]",122.0
8392,channel-39 bd2 dim-2 sum,0.0146204612731856,7.211221203287936e-05,1.5154277061846726e-09,1040,"[0, 195, 419, 754, 970, 1046]",76.0
8393,channel-39 bd2 dim-2 percentile-25,0.0110191250772905,1.1336638602907106e-05,3.0064813627275024e-11,1040,"[0, 87, 495, 663, 929, 1046]",87.0
8394,channel-39 bd2 dim-2 median,0.0554326024290045,1.2792910901839562e-05,3.6585933030115615e-11,1040,"[0, 91, 487, 686, 919, 1046]",91.0
8395,channel-39 bd2 dim-2 percentile-75,0.0550706083567933,1.4450953246063169e-05,4.647580090469196e-11,1040,"[0, 91, 525, 719, 888, 1046]",91.0
8396,channel-39 bd2 dim-2 kurtosis,0.0166137252078884,-0.7652410517161131,1.4026397676871385,818,"[0, 89, 376, 507, 735, 1046]",89.0
8397,channel-39 bd2 dim-2 skew,0.0072468269269814,0.2112483516336721,0.5643170124968003,911,"[0, 84, 373, 591, 856, 1046]",84.0
8398,channel-39 bd2 dim-2 norm-1,0.0146204612731856,7.211221203287936e-05,1.5154277061846726e-09,1040,"[0, 195, 419, 754, 970, 1046]",76.0
