,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 344.5)","(345.5, 497.5)","(498.5, 658.5)","(659.5, 771.5)","(772.5, 875.5)","(876.5, 955.5)","(957.5, 1131.5)","(1132.5, 1233.5)","(1234.5, 1304.5)"
"Time length, sec",117.0,218.0,152.0,160.0,112.0,103.0,79.0,174.0,101.0,70.0
Number of epochs,112,194,134,143,102,96,76,159,96,68
