,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(20.5, 139.5)","(140.5, 517.5)","(518.5, 1449.5)","(1450.5, 2212.5)","(2213.5, 3285.5)","(3286.5, 3620.5)","(3621.5, 3870.5)","(3871.5, 4406.5)","(4407.5, 4549.5)"
"Time length, sec",119.0,377.0,931.0,762.0,1072.0,334.0,249.0,535.0,142.0
Number of epochs,115,348,874,725,1016,318,232,519,138
