,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 672.5)","(675.5, 761.5)","(762.5, 1170.5)","(1171.5, 1300.5)","(1301.5, 1476.5)","(1477.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",427.0,234.0,86.0,408.0,129.0,175.0,643.0,224.0
Number of epochs,372,200,73,349,103,155,560,205
