,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 188.5)","(189.5, 242.5)","(243.5, 308.5)","(311.5, 598.5)","(599.5, 1442.5)","(1447.5, 2151.5)","(2152.5, 2207.5)","(2208.5, 2627.5)","(2628.5, 2880.5)","(2886.5, 2972.5)"
"Time length, sec",183.0,53.0,65.0,287.0,843.0,704.0,55.0,419.0,252.0,86.0
Number of epochs,180,54,65,268,806,671,56,386,241,85
