,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 115.5)","(116.3, 241.9)","(242.7, 325.9)","(326.7, 434.7)","(435.5, 521.1)","(521.9, 668.3)","(669.1, 779.5)","(781.9, 840.3)","(841.1, 938.7)"
"Time length, sec",105.6,125.60000000000001,83.19999999999999,108.0,85.60000000000002,146.39999999999998,110.39999999999998,58.39999999999998,97.60000000000002
Number of epochs,120,139,91,119,101,166,130,66,114
