,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 77.5)","(78.5, 240.5)","(241.5, 421.5)","(425.5, 509.5)","(510.5, 786.5)","(788.5, 881.5)","(882.5, 1147.5)","(1148.5, 1196.5)","(1197.5, 1389.5)"
"Time length, sec",72.0,162.0,180.0,84.0,276.0,93.0,265.0,48.0,192.0
Number of epochs,68,159,173,79,269,93,254,48,184
