,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 184.5)","(186.5, 344.5)","(345.5, 464.5)","(465.5, 614.5)","(615.5, 771.5)","(772.5, 909.5)","(910.5, 955.5)","(957.5, 1089.5)","(1090.5, 1304.5)"
"Time length, sec",117.0,58.0,158.0,119.0,149.0,156.0,137.0,45.0,132.0,214.0
Number of epochs,112,52,142,105,131,143,128,44,121,202
