,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 601.5)","(602.5, 852.5)","(853.5, 996.5)","(997.5, 1293.5)","(1294.5, 1397.5)","(1398.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",227.0,363.0,250.0,143.0,296.0,103.0,703.0,243.0
Number of epochs,201,310,210,122,248,91,613,222
