,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 102.5)","(103.5, 216.5)","(217.5, 620.5)","(621.5, 700.5)","(701.5, 918.5)","(919.5, 1046.5)","(1047.5, 1250.5)","(1251.5, 1319.5)"
"Time length, sec",97.0,113.0,403.0,79.0,217.0,127.0,203.0,68.0
Number of epochs,94,109,381,77,212,113,197,66
