,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 314.5)","(315.5, 649.5)","(650.5, 809.5)","(810.5, 1082.5)","(1084.5, 1342.5)","(1343.5, 1836.5)","(1838.5, 2231.5)","(2232.5, 2345.5)"
"Time length, sec",304.0,334.0,159.0,272.0,258.0,493.0,393.0,113.0
Number of epochs,265,286,137,229,217,424,353,106
