,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 168.5)","(169.5, 282.5)","(287.5, 489.5)","(490.5, 648.5)","(649.5, 1249.5)","(1250.5, 1350.5)","(1357.5, 1609.5)","(1615.5, 1858.5)","(1859.5, 2070.5)","(2071.5, 2143.5)"
"Time length, sec",163.0,113.0,202.0,158.0,600.0,100.0,252.0,243.0,211.0,72.0
Number of epochs,155,107,188,150,579,94,243,237,199,68
