,scale,n_clusters_min,n_clusters_max,k_neighbours_min,k_neighbours_max,len_st_thr,n_cl_max_thr,k_neighb_max_thr,n_edge_clusters_min,n_edge_clusters_max,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,time,AMI,ARI,FMI
0,False,2,2,20,25,[0],[2],[25],8,8,0,25,2,9,Median,"[0, 95, 124, 168, 232, 237, 282, 283, 1046]",2628.505848582776,16.760322804297886,-0.0812816836365722,35.13549714638288,2.413497366319066,0.08673507166656783,9.553276957548876,1.7089403227152933,1.9966766834259033,0.40044163514416264,0.0820854962444743,0.3593078358532095
1,False,2,2,20,30,[0],[2],[30],8,8,0,30,2,9,Median,"[0, 92, 95, 104, 124, 168, 232, 237, 282, 1046]",2403.7504268382154,17.18351905495667,-0.05829881518111268,31.718701737408033,2.559249795297022,0.14733696415288572,8.18171803749227,1.94190844225975,1.528433084487915,0.3953980040231415,0.08083062229978877,0.3582789869782009
2,False,2,2,20,35,[0],[2],[35],8,8,0,35,2,9,Median,"[0, 92, 95, 104, 124, 168, 232, 237, 282, 1046]",2403.7504268382154,17.18351905495667,-0.05829881518111268,31.718701737408033,2.559249795297022,0.14733696415288572,8.18171803749227,1.94190844225975,0.5070767402648926,0.3953980040231415,0.08083062229978877,0.3582789869782009
3,False,2,2,20,40,[0],[2],[40],8,8,0,40,2,9,Median,"[0, 92, 104, 124, 128, 168, 232, 237, 282, 1046]",2515.62659801903,16.190073449785636,-0.046995278390332657,31.458799933914655,2.631692724212111,0.1273831855751485,8.427922327296097,1.9857349586704731,0.6466062068939209,0.3943891802679818,0.08007763477618061,0.35749392532861424
4,False,2,2,20,45,[0],[2],[45],8,8,0,45,2,9,Median,"[0, 92, 104, 124, 132, 168, 232, 237, 282, 1046]",2568.008080196428,15.227650090903513,-0.041182166455014914,31.395526668057087,2.7926912561855577,0.127278443875406,8.538212921285396,2.240470036200859,0.8348095417022705,0.393217431697152,0.07935249444664633,0.3567380648477962
5,False,2,2,20,50,[0],[2],[50],8,8,0,50,2,9,Median,"[0, 92, 104, 124, 132, 168, 178, 235, 282, 1046]",2306.3961601270635,12.876196747640623,-0.03588960979710509,31.089717465594745,3.161539917211606,0.09674413534291712,7.514024148417444,2.7062800359790398,1.0594303607940674,0.3916641447516573,0.07768522487053343,0.3550007859541292
6,False,2,5,20,20,[0],[5],[20],8,8,0,20,5,9,Median,"[0, 237, 282, 560, 566, 609, 682, 857, 1046]",10411.333767404127,16.980591207928832,0.015448999693885856,66.74462914455529,2.859788638826832,0.13301028427087208,27.021345245528828,2.121993931482011,0.20331430435180664,0.8174920200704572,0.6695866255394757,0.7307282909852783
7,False,2,5,20,25,[0],[5],[25],8,8,0,25,5,9,Mode,"[0, 124, 168, 237, 282, 560, 609, 682, 857, 1046]",14304.938688144248,16.820969364041353,0.025984580765948954,67.12182585817132,2.9263840839687423,0.15028519486594072,41.36543651622813,2.286766827636157,0.5347602367401123,0.7874706157155268,0.5850254019269454,0.6487535004463737
8,False,2,5,20,30,[0],[5],[30],8,8,0,30,5,9,Median,"[0, 104, 168, 237, 282, 560, 682, 857, 973, 1046]",21303.249660131278,17.971177634844075,0.03286105369703592,73.81295506809259,3.171003736398765,0.16387660883957728,57.68458326365474,2.135908996630448,1.0234861373901367,0.8335715352625306,0.6575651284601409,0.7077689529194122
9,False,2,5,20,35,[0],[5],[35],8,8,0,35,5,9,Mode,"[0, 92, 168, 282, 490, 560, 682, 857, 976, 1046]",22263.013372232894,19.341515909021194,0.03838078620173777,81.10013641954004,2.907813297614224,0.18304092957396773,62.208839701891236,1.9068076827790061,1.4754016399383545,0.893794756008564,0.7756272150617347,0.8076256875723441
10,False,2,5,20,40,[0],[5],[40],8,8,0,40,5,9,Median,"[0, 104, 235, 282, 490, 560, 682, 857, 976, 1046]",20828.520287289124,18.54424731716881,0.032780475421223775,78.06798377236504,3.072653575523452,0.1677044314830632,56.84527167405547,2.053432112784903,2.0135953426361084,0.8946034828801912,0.781611034413527,0.8126399840883716
11,False,2,5,20,45,[0],[5],[45],8,8,0,45,5,9,Median,"[0, 124, 235, 282, 490, 560, 682, 857, 976, 1046]",20705.705655311565,18.44895376423501,0.03369331881007673,77.79493142183756,3.1040723465602063,0.16761647793706821,56.478061212051315,2.076763859138681,2.8318374156951904,0.8904338587194774,0.7682954495035678,0.8011384483231803
12,False,2,5,20,50,[0],[5],[50],8,8,0,50,5,9,Median,"[0, 114, 175, 282, 490, 560, 682, 857, 976, 1046]",21083.559962013926,18.62486608872709,0.030190428920767634,78.30178712582851,3.0449587338699016,0.1712718940822065,57.99318145368203,2.028938192276793,3.4343087673187256,0.8900602048256396,0.766482218314758,0.799647123297224
13,False,2,8,20,20,[0],[8],[20],8,8,0,20,8,9,Median,"[0, 95, 237, 282, 560, 609, 682, 857, 976, 1046]",18306.425142253083,18.492091149080977,0.022340201506047184,74.27283938480151,3.267733898862956,0.16147776673596098,50.90613239249251,2.13068644554318,0.24899864196777344,0.8444789117064176,0.6776423033857897,0.7253857082389681
14,False,2,8,20,25,[0],[8],[25],8,8,0,25,8,9,Median,"[0, 124, 237, 282, 492, 560, 682, 857, 956, 1046]",19037.954738153494,17.73642401919757,0.039130665843485804,73.65342632642813,3.1045234698277455,0.16066354537598973,52.24541196404171,2.1936008288707134,0.7900340557098389,0.8719893188103512,0.7472115973597326,0.7829154972029406
15,False,2,8,20,30,[0],[8],[30],8,8,0,30,8,9,Median,"[0, 104, 168, 259, 490, 560, 682, 857, 956, 1046]",20080.47273144098,18.464770915923193,0.043148173344041925,75.73210020409203,2.966799788867693,0.1723898325749586,56.12551404952268,2.0393762914593196,1.5106146335601807,0.8370268130257053,0.6951725587012086,0.7379617140288748
16,False,2,8,20,35,[0],[8],[35],8,8,0,35,8,9,Mode,"[0, 92, 168, 282, 490, 560, 682, 857, 976, 1046]",22263.013372232894,19.341515909021194,0.03838078620173777,81.10013641954004,2.907813297614224,0.18304092957396773,62.208839701891236,1.9068076827790061,2.3362700939178467,0.893794756008564,0.7756272150617347,0.8076256875723441
17,False,2,8,20,40,[0],[8],[40],8,8,0,40,8,9,Median,"[0, 104, 235, 282, 490, 560, 682, 857, 975, 1046]",20723.79100601356,18.49522891024746,0.03323261205155531,77.76806398080167,3.0739074969129385,0.1670184955792809,56.54726054022174,2.059607923630243,3.2780001163482666,0.8920442565459953,0.7801002002521786,0.8113378846742839
18,False,2,8,20,45,[0],[8],[45],8,8,0,45,8,9,Mode,"[0, 92, 282, 490, 560, 682, 784, 857, 976, 1046]",23207.336414120724,20.608057561530284,0.0489096389542885,84.42729456553529,3.0048415273893037,0.19566553192982936,67.10235582749696,1.7335942002050881,4.644081354141235,0.9510012737119553,0.901802674036919,0.9166100931797851
19,False,2,8,20,50,[0],[8],[50],8,8,0,50,8,9,Median,"[0, 92, 132, 282, 490, 560, 682, 857, 976, 1046]",22121.330507317107,19.487139522163297,0.03354478025796521,79.19033038651851,2.925930353748334,0.18686853490389152,61.53995244806165,1.895649567308557,6.097146272659302,0.9000771713500845,0.7993436660567237,0.8278705313526126
20,False,2,11,20,20,[0],[11],[20],8,8,0,20,11,9,Median,"[0, 95, 237, 282, 492, 560, 682, 857, 976, 1046]",20777.500197376172,18.567200693240025,0.03174276338779175,78.01712837889832,3.0811337811505157,0.1651330963527483,56.60210736529923,2.0573286816589142,0.458484411239624,0.9024523519670343,0.7961631853745904,0.8251508112012214
21,False,2,11,20,25,[0],[11],[25],8,8,0,25,11,9,Median,"[0, 124, 237, 360, 492, 560, 682, 857, 956, 1046]",19705.926562055334,17.71000273965241,0.029150198598534335,73.29493890086444,3.210289991438762,0.16356984827043786,54.55332592776067,2.2617716169095243,1.2595524787902832,0.8232777615145381,0.6263851582627178,0.6784630720709797
22,False,2,11,20,30,[0],[11],[30],8,8,0,30,11,9,Median,"[0, 104, 170, 268, 490, 560, 682, 857, 956, 1046]",20143.64168637161,18.439256974599093,0.043974114489597586,75.75697953387893,2.946335182670767,0.1730602625940737,56.39503024896226,2.0454570882573515,2.3042349815368652,0.8458806001313938,0.7124063453470598,0.7528118918413882
23,False,2,11,20,35,[0],[11],[35],8,8,0,35,11,9,Mode,"[0, 92, 282, 490, 560, 682, 784, 857, 976, 1046]",23207.336414120724,20.608057561530284,0.0489096389542885,84.42729456553529,3.0048415273893037,0.19566553192982936,67.10235582749696,1.7335942002050881,3.45363450050354,0.9510012737119553,0.901802674036919,0.9166100931797851
24,False,2,11,20,40,[0],[11],[40],8,8,0,40,11,9,Mode,"[0, 92, 282, 490, 560, 682, 784, 857, 976, 1046]",23207.336414120724,20.608057561530284,0.0489096389542885,84.42729456553529,3.0048415273893037,0.19566553192982936,67.10235582749696,1.7335942002050881,4.909161567687988,0.9510012737119553,0.901802674036919,0.9166100931797851
25,False,2,11,20,45,[0],[11],[45],8,8,0,45,11,9,Mode,"[0, 92, 282, 492, 560, 682, 784, 857, 976, 1046]",23293.316587956127,20.69830108413973,0.05009804512231761,84.72916528986421,2.9984813392789893,0.19726433295812978,67.48261852815286,1.7227659559411208,6.237061023712158,0.9557214973619423,0.9062189690639857,0.920357325722637
26,False,2,11,20,50,[0],[11],[50],8,8,0,50,11,9,Median,"[0, 92, 154, 282, 492, 560, 682, 857, 976, 1046]",22812.198789589478,19.827783660839096,0.040139777473454485,81.43803184973146,2.8634248386791086,0.19160006547085398,64.23798866781561,1.8482681448186034,8.023833513259888,0.9001220014589865,0.7867902559030153,0.8171647596439817
27,False,2,14,20,20,[0],[14],[20],8,8,0,20,14,9,Median,"[0, 95, 237, 282, 492, 560, 682, 857, 976, 1046]",20777.500197376172,18.567200693240025,0.03174276338779175,78.01712837889832,3.0811337811505157,0.1651330963527483,56.60210736529923,2.0573286816589142,0.37185192108154297,0.9024523519670343,0.7961631853745904,0.8251508112012214
