,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 198.7)","(199.5, 270.7)","(271.5, 508.3)","(509.1, 620.3)","(621.1, 717.1)","(719.5, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,109.6,71.19999999999999,236.8,111.19999999999993,96.0,39.200000000000045,117.60000000000002,60.80000000000007
Number of epochs,91,119,81,265,126,113,47,134,70
