,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 155.5)","(156.3, 241.9)","(242.7, 325.1)","(325.9, 431.5)","(432.3, 521.1)","(521.9, 649.1)","(649.9, 794.7)","(795.5, 853.1)","(853.9, 938.7)"
"Time length, sec",145.6,85.6,82.40000000000003,105.60000000000002,88.80000000000001,127.20000000000005,144.80000000000007,57.60000000000002,84.80000000000007
Number of epochs,165,94,90,116,105,144,166,68,98
