,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 167.5)","(168.5, 411.5)","(412.5, 593.5)","(596.5, 1104.5)","(1105.5, 1318.5)","(1319.5, 1517.5)","(1518.5, 2097.5)","(2098.5, 2345.5)"
"Time length, sec",157.0,243.0,181.0,508.0,213.0,198.0,579.0,247.0
Number of epochs,139,209,159,430,175,177,502,226
