,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 83.5)","(84.3, 201.1)","(201.9, 264.3)","(265.1, 393.1)","(393.9, 505.9)","(506.7, 668.3)","(669.1, 734.7)","(735.5, 840.3)","(841.1, 938.7)"
"Time length, sec",73.6,116.8,62.400000000000006,128.0,112.0,161.59999999999997,65.60000000000002,104.79999999999995,97.60000000000002
Number of epochs,85,128,70,141,129,183,79,117,114
