,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 269.5)","(270.5, 1243.5)","(1244.5, 1322.5)","(1323.5, 1542.5)","(1543.5, 1644.5)","(1645.5, 1709.5)","(1710.5, 2148.5)","(2149.5, 2320.5)"
"Time length, sec",264.0,973.0,78.0,219.0,101.0,64.0,438.0,171.0
Number of epochs,251,924,69,212,96,62,416,159
