,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(21.5, 105.5)","(106.5, 154.5)","(155.5, 355.5)","(356.5, 772.5)","(773.5, 1007.5)","(1008.5, 1060.5)","(1061.5, 1230.5)","(1231.5, 1383.5)","(1384.5, 1451.5)"
"Time length, sec",84.0,48.0,200.0,416.0,234.0,52.0,169.0,152.0,67.0
Number of epochs,78,43,187,398,214,53,164,139,67
