,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,45,10,Median,40,[   0   22 2017],2,1995,22,1008.5,878.8064030770773,6.355017707064858,0.024965798690806913,2.649139227240773,5.342384640455775,0.024965798690806913,2.649139227240773,5.342384640455775,0.01630459741339398,-0.0016126330905595187,0.37223761623488466
1,0,50,15,Median,40,[   0  651 1187 2017],3,830,536,672.3333333333334,598.3728956336637,1.3735425288551033,-0.008482279290362894,3.3103861085289266,27.594593636647364,0.0014447726731839786,1.7767452456832429,25.86992778884042,0.5746545465221486,0.3723139535368194,0.5478790915078207
2,0,45,10,Mode,40,[   0  387  641 1574 2017],4,933,254,504.25,889.1814138567794,2.0673960757286998,-0.020995508264470004,4.29341243876597,18.25169165136466,0.01141778778979261,2.6417120158351146,17.364755926173466,0.6259103789073138,0.38107961216552716,0.542325889466555
3,60,35,15,Mode,40,[   0  387  641 1095 1574 2017],5,479,254,403.4,963.5602349893152,2.215681047963591,-0.023433079605278948,3.670189989164902,23.810067321747304,0.007750809919240303,2.8891025142862183,16.105863231409266,0.7182569650739375,0.5599188870873661,0.6454887817191144
4,20,40,10,Mode,40,[   0  387  641 1095 1206 1574 2017],6,454,111,336.1666666666667,942.7750852035637,2.7350340804958635,-0.024280304640374156,3.44890806049374,27.98564093679511,0.01643287425814697,2.824288806184245,13.46814141460153,0.7303959159770894,0.5824711567903926,0.6561875443306022
5,20,45,20,Mode,40,[   0  249  549  641 1000 1183 1574 2017],7,443,92,288.14285714285717,604.9286926031518,2.2382054365313815,-0.025585669025192815,2.6231664098581304,23.232332804078094,0.013980415049494918,1.8206354554738498,15.785771022766141,0.711389872605961,0.5250874222885067,0.5993008189763337
6,20,45,20,Mode,40,[   0  249  549  641 1000 1183 1574 1815 2017],8,391,92,252.125,491.7284092539495,2.057352002597752,-0.030799527252317594,2.3108150151579383,24.388698898236683,0.011361817143788703,1.473579593347655,17.83798520626208,0.7304844897999966,0.5491822120592534,0.6131710115463447
7,20,50,20,Mode,40,[   0  249  549  641 1000 1183 1329 1574 1815 2017],9,359,92,224.11111111111111,415.75998560612015,1.9596759801522672,-0.03165125225136448,2.0763446464900417,25.12470546048901,0.008558302011894567,1.241408882528677,18.93938561229353,0.7406368006622441,0.5640375436871687,0.6234720197950442
8,40,40,20,Median,40,[   0  214  436  641  978 1095 1206 1407 1636 1861 2017],10,337,111,201.7,711.595192678596,2.7313589732000585,-0.03353858260762827,2.4375284738463714,22.252159523037705,0.0065398845235165,2.107443044920787,14.096570568438203,0.7473355510808435,0.5555746396762176,0.6162052261876053
9,20,35,20,Mode,40,[   0  114  387  549  641 1000 1095 1206 1407 1574 1925 2017],11,359,92,183.36363636363637,570.0396968037118,2.615618706972428,-0.03904846545345837,2.243138017599848,25.362725324133088,0.007920395286639063,1.7301797999574258,14.685525051402621,0.7466349746817182,0.5736027903308402,0.6316712312975941
10,20,40,20,Median,40,[   0  218  387  548  641  978 1095 1206 1378 1539 1674 1845 2017],12,337,93,168.08333333333334,626.7502421353248,2.785342552624456,-0.03695909394650552,2.2273156086102923,23.114212659388368,0.007725316344557017,1.8763929427111847,13.508160333487234,0.7620522508841933,0.5656713940668361,0.6286536830239913
11,40,40,20,Mode,40,[   0  165  227  387  582  641  774  946 1000 1183 1329 1574 1925 2017],13,351,54,155.15384615384616,496.72710535489887,2.8458773720880615,-0.04218782895573619,1.974459984071324,20.679253307942254,0.012692980291160443,1.4530306109706146,14.261182920782339,0.7217978340639059,0.5021670171230651,0.5703669899568782
12,40,45,20,Mode,40,"[   0  114  249  387  582  641  774  946 1000 1183 1407 1574 1691 1925
 2017]",14,234,54,144.07142857142858,455.3102805108187,2.6558817311491154,-0.042272475010061636,1.8516321356542633,20.717226666946846,0.011545185746612488,1.3379873207702055,14.662968901768684,0.7056437417062059,0.43328678396584064,0.5119899583113463
13,40,45,20,Mode,40,"[   0  114  249  387  582  641  774 1000 1095 1183 1407 1574 1691 1815
 1925 2017]",15,226,59,134.46666666666667,456.8771529783954,2.6257862215696988,-0.04191328069772122,1.8253089228344104,23.0060010034134,0.007065163088404269,1.3606273731432712,15.008807497428128,0.7040374710414495,0.4180058108925849,0.5004847761009091
14,40,45,20,Mode,40,"[   0  114  249  387  582  641  774  925 1000 1095 1183 1407 1574 1691
 1815 1925 2017]",16,224,59,126.0625,487.73800604882814,2.8107868902852666,-0.045306830631478105,1.8514580552472837,20.850177736119495,0.009271912006097914,1.4490853532242982,13.731742996167084,0.7135196521085474,0.42764960749176145,0.5132519860997735
