,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 283.5)","(284.3, 508.3)","(509.1, 620.3)","(621.1, 714.7)","(715.5, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,84.0,224.0,111.19999999999993,93.60000000000002,43.200000000000045,117.60000000000002,60.80000000000007
Number of epochs,124,86,94,252,126,110,50,134,70
