,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 195.5)","(196.3, 295.5)","(296.3, 453.1)","(454.7, 621.1)","(621.9, 713.9)","(714.7, 758.7)","(759.5, 876.3)","(877.1, 938.7)"
"Time length, sec",108.8,76.0,99.19999999999999,156.8,166.40000000000003,92.0,44.0,116.79999999999995,61.60000000000002
Number of epochs,124,82,111,173,193,108,51,133,71
