,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 55.5)","(56.5, 102.5)","(103.5, 227.5)","(231.5, 697.5)","(698.5, 770.5)","(771.5, 949.5)","(950.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",47.0,46.0,124.0,466.0,72.0,178.0,109.0,95.0,94.0,53.0
Number of epochs,46,43,114,415,66,167,98,90,90,51
