,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 606.5)","(607.5, 762.5)","(763.5, 1145.5)","(1146.5, 1380.5)","(1381.5, 1840.5)","(1841.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",227.0,368.0,155.0,382.0,234.0,459.0,279.0,224.0
Number of epochs,201,314,131,327,195,393,251,205
