,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 185.1)","(185.9, 309.1)","(309.9, 508.3)","(509.1, 620.3)","(621.1, 707.5)","(708.3, 757.9)","(758.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,65.6,123.20000000000002,198.40000000000003,111.19999999999993,86.39999999999998,49.60000000000002,118.39999999999998,60.80000000000007
Number of epochs,124,70,138,224,126,102,57,135,70
