,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 344.5)","(345.5, 421.5)","(422.5, 553.5)","(554.5, 771.5)","(772.5, 955.5)","(957.5, 1046.5)","(1047.5, 1226.5)","(1227.5, 1304.5)"
"Time length, sec",127.0,47.0,158.0,76.0,131.0,217.0,183.0,89.0,179.0,77.0
Number of epochs,122,42,142,68,111,200,172,81,167,75
