,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 104.5)","(105.5, 219.5)","(220.5, 296.5)","(297.5, 761.5)","(762.5, 825.5)","(826.5, 924.5)","(926.5, 1059.5)","(1060.5, 1166.5)","(1167.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",96.0,114.0,76.0,464.0,63.0,98.0,133.0,106.0,71.0,65.0
Number of epochs,91,104,67,414,59,92,122,97,71,63
