,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 184.3)","(185.1, 306.7)","(307.5, 508.3)","(509.1, 620.3)","(621.1, 721.1)","(721.9, 777.9)","(778.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,64.80000000000001,121.6,200.8,111.19999999999993,100.0,56.0,98.39999999999998,60.80000000000007
Number of epochs,124,69,136,227,126,116,66,112,70
