,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 49.1)","(49.9, 177.1)","(177.9, 236.3)","(237.1, 509.9)","(510.7, 620.3)","(621.1, 758.7)","(759.5, 839.5)","(840.3, 877.1)","(877.9, 938.7)"
"Time length, sec",39.2,127.19999999999999,58.400000000000006,272.79999999999995,109.59999999999997,137.60000000000002,80.0,36.80000000000007,60.80000000000007
Number of epochs,45,141,66,306,124,160,89,45,70
