,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 184.5)","(185.5, 328.5)","(329.5, 753.5)","(755.5, 960.5)","(963.5, 1445.5)","(1446.5, 1846.5)","(1847.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",174.0,143.0,424.0,205.0,482.0,400.0,200.0,297.0
Number of epochs,154,125,359,173,414,341,183,268
