Feature,IV,IVs
channel-0 landscape dim-1 max,0.17517269149494022,"[0.2343655387629456, 0.10979283581651872, 0.06367663563744375, 0.20587544654009726, 0.10424857691900552, 0.4267872395922476, 0.08146256719632304]"
channel-0 landscape dim-1 mean,0.2305152887014014,"[0.4863486300115889, 0.1774202665414105, 0.057969555332406664, 0.5138891101610843, 0.05533767516866799, 0.23820421504240313, 0.08443756865224825]"
channel-0 landscape dim-1 std,0.24636962424237013,"[0.49830872015859756, 0.177195344777777, 0.041365047471178217, 0.43180238512860186, 0.10940045818553105, 0.39683713814553895, 0.06967827582936628]"
channel-0 landscape dim-1 sum,0.2305152887014014,"[0.4863486300115889, 0.1774202665414105, 0.057969555332406664, 0.5138891101610843, 0.05533767516866799, 0.23820421504240313, 0.08443756865224825]"
channel-0 landscape dim-1 norm-1,0.2305152887014014,"[0.4863486300115889, 0.1774202665414105, 0.057969555332406664, 0.5138891101610843, 0.05533767516866799, 0.23820421504240313, 0.08443756865224825]"
channel-0 landscape dim-1 norm-2,0.2523330675946104,"[0.49823586896561806, 0.18964956853777118, 0.04261891292666734, 0.42505838300217924, 0.14269230120059498, 0.39683713814553895, 0.07123930038390323]"
channel-0 landscape dim-2 max,0.13059363790244255,"[0.19917292790386837, 0.10909304013612227, 0.05336985265042697, 0.17094522159584494, 0.21654736071379424, 0.12844747216340102, 0.036579590153640006]"
channel-0 landscape dim-2 mean,0.1474058591095484,"[0.3622261596977304, 0.12836283953583377, 0.06210367398302055, 0.15937536513809628, 0.08715783877915889, 0.21382006045137497, 0.018795076181623942]"
channel-0 landscape dim-2 std,0.14045403988842545,"[0.24801126188249376, 0.1270667771029671, 0.053698453218447253, 0.25305543838395106, 0.0765963287428339, 0.20169488524319762, 0.023055134645087426]"
channel-0 landscape dim-2 sum,0.1474058591095484,"[0.3622261596977304, 0.12836283953583377, 0.06210367398302055, 0.15937536513809628, 0.08715783877915889, 0.21382006045137497, 0.018795076181623942]"
channel-0 landscape dim-2 norm-1,0.1474058591095484,"[0.3622261596977304, 0.12836283953583377, 0.06210367398302055, 0.15937536513809628, 0.08715783877915889, 0.21382006045137497, 0.018795076181623942]"
channel-0 landscape dim-2 norm-2,0.14462693689519157,"[0.24801126188249376, 0.12091499979404843, 0.051618969288103125, 0.2142288267401932, 0.06682567841566157, 0.29051803250431646, 0.020270789641524452]"
channel-0 silhouette-1 dim-1 max,0.11576633743580911,"[0.18043881588751104, 0.07350117170073539, 0.023438011345763322, 0.1273704580185242, 0.09374065604388629, 0.26223239899697187, 0.04964285005727164]"
channel-0 silhouette-1 dim-1 mean,0.19057656489098382,"[0.27848159495206, 0.2335579467562522, 0.0857235743073042, 0.3379272212093432, 0.12001719399811989, 0.18595530053269438, 0.09237312248111312]"
channel-0 silhouette-1 dim-1 std,0.16910986856981675,"[0.21436342399801858, 0.10329655265647551, 0.07869013715733703, 0.2245419926639849, 0.23152563360846118, 0.23869717997899784, 0.09265415992544226]"
channel-0 silhouette-1 dim-1 sum,0.19057656489098382,"[0.27848159495206, 0.2335579467562522, 0.0857235743073042, 0.3379272212093432, 0.12001719399811989, 0.18595530053269438, 0.09237312248111312]"
channel-0 silhouette-1 dim-1 norm-1,0.19057656489098382,"[0.27848159495206, 0.2335579467562522, 0.0857235743073042, 0.3379272212093432, 0.12001719399811989, 0.18595530053269438, 0.09237312248111312]"
channel-0 silhouette-1 dim-1 norm-2,0.15461828566421176,"[0.15680144331261306, 0.10369414861543054, 0.07639202881387591, 0.20155195639576418, 0.22605156549333716, 0.23461211555714498, 0.08322474146131652]"
channel-0 silhouette-1 dim-2 max,0.20634997823489384,"[0.46383061858802044, 0.07897726491903603, 0.11441710471272933, 0.35938824236691647, 0.1023470182289028, 0.2582084164643528, 0.06728118236429914]"
channel-0 silhouette-1 dim-2 mean,0.1660437408467129,"[0.16172590653621763, 0.1519549267992993, 0.07956080865891693, 0.18714668977345658, 0.13911017201202563, 0.41819144933263375, 0.024616232814440357]"
channel-0 silhouette-1 dim-2 std,0.18762232236822518,"[0.30514564867246186, 0.09075657549784107, 0.0791664954205108, 0.37122091383683914, 0.11026985511873152, 0.26642691761107024, 0.09036985042012148]"
channel-0 silhouette-1 dim-2 sum,0.1660437408467129,"[0.16172590653621763, 0.1519549267992993, 0.07956080865891693, 0.18714668977345658, 0.13911017201202563, 0.41819144933263375, 0.024616232814440357]"
