name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,997,0.8170781262029223,0.2928541231293539,0.1751726914949402,0.13093987481980154,2715,3610,-895,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,997,0.954589560384382,0.3428384815864699,0.2305152887014014,0.21024223193401062,2316,2402,-86,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,997,0.8949449293833929,0.3211581127230215,0.2463696242423701,0.23296046783804605,2490,2066,424,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,997,0.954589560384382,0.34283848158647,0.2305152887014014,0.21024223193401062,2315,2401,-86,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,997,0.954589560384382,0.34283848158647,0.2305152887014014,0.21024223193401062,2314,2400,-86,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,997,0.9017901120599204,0.3236462844641182,0.2523330675946104,0.24150569589421148,2468,1940,528,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,996,0.1844231987928614,0.0628888779876603,0.1305936379024425,0.06706097852194254,4579,4393,186,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,996,0.3568549897343466,0.1255665200261269,0.1474058591095484,0.0911518025408293,4162,4147,15,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,996,0.2292117632440279,0.0791691798667937,0.1404540398884254,0.0811902958842072,4521,4238,283,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,996,0.3568549897343467,0.125566520026127,0.1474058591095484,0.0911518025408293,4160,4148,12,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,996,0.3568549897343467,0.125566520026127,0.1474058591095484,0.0911518025408293,4161,4146,15,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,996,0.3226224662990198,0.1131232586168608,0.1446269368951915,0.08716978700560951,4296,4173,123,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,997,0.5520953347040909,0.1965348976475893,0.1157663374358091,0.04581441735572095,3564,4540,-976,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,997,1.015909921380143,0.3651279655335811,0.1905765648909838,0.15301262764775334,2140,3288,-1148,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,997,0.5851731024412176,0.2085584141600561,0.1691098685698167,0.12225224227276552,3466,3725,-259,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,997,1.015909921380143,0.3651279655335811,0.1905765648909838,0.15301262764775334,2141,3289,-1148,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,997,1.015909921380143,0.3651279655335811,0.1905765648909838,0.15301262764775334,2142,3290,-1148,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,997,0.6650622930899619,0.237597526187397,0.1546182856642117,0.10148674262620605,3218,4009,-791,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,996,0.7095228850316988,0.2537586125585765,0.2063499782348938,0.17561490728494292,3090,2944,146,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,996,0.6846836661658706,0.2447297457812441,0.1660437408467129,0.1178586798465524,3166,3781,-615,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,996,0.6684348603254793,0.2388234286777918,0.1876223223682251,0.14877938946654204,3210,3357,-147,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,996,0.6846836661658706,0.2447297457812441,0.1660437408467129,0.1178586798465524,3164,3780,-616,channel-0,silhouette-1,dim-2,sum
