,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 320.5)","(321.5, 421.5)","(422.5, 553.5)","(554.5, 650.5)","(651.5, 839.5)","(841.5, 955.5)","(957.5, 1079.5)","(1080.5, 1304.5)"
"Time length, sec",127.0,47.0,134.0,100.0,131.0,96.0,188.0,114.0,122.0,224.0
Number of epochs,122,42,122,88,111,91,172,109,111,212
