,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 646.5)","(647.5, 762.5)","(763.5, 1170.5)","(1171.5, 1271.5)","(1272.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,208.0,115.0,407.0,100.0,230.0,541.0,300.0
Number of epochs,372,176,98,348,81,200,471,271
