,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 636.5)","(637.5, 775.5)","(776.5, 1164.5)","(1165.5, 1352.5)","(1353.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,198.0,138.0,388.0,187.0,149.0,541.0,300.0
Number of epochs,372,169,117,330,155,132,471,271
