,N_clusters,K_neighb,Len_min,St_edges,Silh,Cal-Har,Dav-Bold
0,2,20,0,[   0  168  273 1046],0.23605717554022765,172.14908965858302,1.6482374710319543
1,2,20,20,[   0  168  273 1046],0.23605717554022765,172.14908965858302,1.6482374710319543
2,2,20,40,[   0  168  273 1046],0.23605717554022765,172.14908965858302,1.6482374710319543
3,2,20,60,[   0  168  273 1046],0.23605717554022765,172.14908965858302,1.6482374710319543
4,2,21,0,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
5,2,21,20,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
6,2,21,40,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
7,2,21,60,[   0  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
8,2,22,0,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
9,2,22,20,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
10,2,22,40,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
11,2,22,60,[   0  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
12,2,23,0,[   0  168  210 1046],0.24240480947891216,166.29176578739916,1.6248293136474439
13,2,23,20,[   0  168  210 1046],0.24240480947891216,166.29176578739916,1.6248293136474439
14,2,23,40,[   0  168  210 1046],0.24240480947891216,166.29176578739916,1.6248293136474439
15,2,23,60,[   0  210 1046],0.24240480947891216,166.29176578739916,1.6248293136474439
16,2,24,0,[   0  252  292 1046],0.19969020976913296,164.35401692166758,1.812000893646451
17,2,24,20,[   0  252  292 1046],0.19969020976913296,164.35401692166758,1.812000893646451
18,2,24,40,[   0  252 1046],0.19969020976913296,164.35401692166758,1.812000893646451
19,2,24,60,[   0  252 1046],0.19969020976913296,164.35401692166758,1.812000893646451
20,2,25,0,[   0  168  239 1046],0.24219487266386536,170.60753999197578,1.6297941758837509
21,2,25,20,[   0  168  239 1046],0.24219487266386536,170.60753999197578,1.6297941758837509
22,2,25,40,[   0  168  239 1046],0.24219487266386536,170.60753999197578,1.6297941758837509
23,2,25,60,[   0  168  239 1046],0.24219487266386536,170.60753999197578,1.6297941758837509
24,2,26,0,[   0  168  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
25,2,26,20,[   0  168  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
26,2,26,40,[   0  168  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
27,2,26,60,[   0  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
28,2,27,0,[   0  282  554 1046],0.15387375469886425,137.90389828067066,2.3277377983193093
29,2,27,20,[   0  282  554 1046],0.15387375469886425,137.90389828067066,2.3277377983193093
30,2,27,40,[   0  282  554 1046],0.15387375469886425,137.90389828067066,2.3277377983193093
31,2,27,60,[   0  282  554 1046],0.15387375469886425,137.90389828067066,2.3277377983193093
32,2,28,0,[   0  168  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
33,2,28,20,[   0  168  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
34,2,28,40,[   0  168  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
35,2,28,60,[   0  210 1046],0.24186907502865684,168.6643126207074,1.6277953328524413
36,2,29,0,[   0  229  288 1046],0.20112864396987615,162.66595250489897,1.7925757468476684
37,2,29,20,[   0  229  288 1046],0.20112864396987615,162.66595250489897,1.7925757468476684
38,2,29,40,[   0  229  288 1046],0.20112864396987615,162.66595250489897,1.7925757468476684
39,2,29,60,[   0  229 1046],0.20112864396987615,162.66595250489897,1.7925757468476684
40,2,30,0,[   0  168  255 1046],0.236653193625727,170.5577595583447,1.641707074407918
41,2,30,20,[   0  168  255 1046],0.236653193625727,170.5577595583447,1.641707074407918
42,2,30,40,[   0  168  255 1046],0.236653193625727,170.5577595583447,1.641707074407918
43,2,30,60,[   0  168  255 1046],0.236653193625727,170.5577595583447,1.641707074407918
44,2,31,0,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
45,2,31,20,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
46,2,31,40,[   0  168  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
47,2,31,60,[   0  210 1046],0.24231612541901318,166.78627655620463,1.6257465248057215
48,2,32,0,[   0  229  343 1046],0.18926760950473956,158.17303145053666,1.8432823825953375
49,2,32,20,[   0  229  343 1046],0.18926760950473956,158.17303145053666,1.8432823825953375
50,2,32,40,[   0  229  343 1046],0.18926760950473956,158.17303145053666,1.8432823825953375
51,2,32,60,[   0  229  343 1046],0.18926760950473956,158.17303145053666,1.8432823825953375
