,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 214.5)","(215.5, 299.5)","(300.5, 582.5)","(583.5, 760.5)","(761.5, 944.5)","(945.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",108.0,97.0,84.0,282.0,177.0,183.0,114.0,95.0,94.0,53.0
Number of epochs,103,87,75,245,165,171,103,90,90,51
