,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 195.5)","(196.3, 270.7)","(271.5, 506.7)","(507.5, 620.3)","(621.1, 717.1)","(719.5, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",70.39999999999999,114.4,74.39999999999998,235.2,112.79999999999995,96.0,50.39999999999998,106.39999999999998,60.80000000000007
Number of epochs,81,125,85,263,128,113,60,121,70
