,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 413.5)","(414.5, 619.5)","(620.5, 1095.5)","(1096.5, 1323.5)","(1324.5, 1840.5)","(1841.5, 2238.5)","(2239.5, 2345.5)"
"Time length, sec",62.0,340.0,205.0,475.0,227.0,516.0,397.0,106.0
Number of epochs,54,296,177,401,188,445,357,99
