,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 411.5)","(412.5, 593.5)","(596.5, 1104.5)","(1105.5, 1187.5)","(1188.5, 1378.5)","(1379.5, 1767.5)","(1768.5, 2345.5)"
"Time length, sec",62.0,338.0,181.0,508.0,82.0,190.0,388.0,577.0
Number of epochs,54,294,159,430,72,157,336,515
