,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 184.3)","(185.1, 259.5)","(260.3, 309.1)","(309.9, 508.3)","(509.1, 620.3)","(621.1, 755.5)","(756.3, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,64.80000000000001,74.4,48.80000000000001,198.40000000000003,111.19999999999993,134.39999999999998,120.80000000000007,60.80000000000007
Number of epochs,124,69,84,55,224,126,156,138,70
