,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 265.5)","(267.5, 606.5)","(607.5, 762.5)","(763.5, 1170.5)","(1171.5, 1381.5)","(1383.5, 1793.5)","(1794.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",255.0,339.0,155.0,407.0,210.0,410.0,307.0,243.0
Number of epochs,225,290,131,348,175,352,274,222
