,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 411.5)","(412.5, 589.5)","(591.5, 996.5)","(997.5, 1298.5)","(1300.5, 1381.5)","(1383.5, 1755.5)","(1756.5, 2345.5)"
"Time length, sec",62.0,338.0,177.0,405.0,301.0,81.0,372.0,589.0
Number of epochs,54,294,157,338,253,73,323,525
