,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 198.7)","(199.5, 449.9)","(450.7, 508.3)","(509.1, 620.3)","(621.1, 713.9)","(714.7, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,109.6,250.39999999999998,57.60000000000002,111.19999999999993,92.79999999999995,56.799999999999955,104.80000000000007,60.80000000000007
Number of epochs,91,119,276,70,126,109,66,119,70
