,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 636.5)","(637.5, 762.5)","(763.5, 986.5)","(987.5, 1171.5)","(1172.5, 1330.5)","(1332.5, 1502.5)","(1503.5, 2345.5)"
"Time length, sec",427.0,198.0,125.0,223.0,184.0,158.0,170.0,842.0
Number of epochs,372,169,105,187,162,128,152,742
