,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 343.5)","(345.5, 473.5)","(474.5, 753.5)","(755.5, 1124.5)","(1125.5, 1359.5)","(1361.5, 1512.5)","(1513.5, 1596.5)","(1597.5, 2345.5)"
"Time length, sec",333.0,128.0,279.0,369.0,234.0,151.0,83.0,748.0
Number of epochs,291,113,234,318,194,134,74,659
