,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 419.5)","(420.5, 652.5)","(653.5, 860.5)","(861.5, 1004.5)","(1005.5, 1378.5)","(1379.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",224.0,184.0,232.0,207.0,143.0,373.0,741.0,224.0
Number of epochs,199,157,198,175,121,316,646,205
