,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 493.5)","(494.5, 646.5)","(647.5, 762.5)","(763.5, 1171.5)","(1172.5, 1323.5)","(1324.5, 1502.5)","(1503.5, 2042.5)","(2043.5, 2345.5)"
"Time length, sec",483.0,152.0,115.0,408.0,151.0,178.0,539.0,302.0
Number of epochs,421,127,98,349,121,159,469,273
