,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 442.5)","(443.5, 636.5)","(637.5, 761.5)","(762.5, 924.5)","(925.5, 1171.5)","(1172.5, 1330.5)","(1332.5, 1502.5)","(1503.5, 2345.5)"
"Time length, sec",432.0,193.0,124.0,162.0,246.0,158.0,170.0,842.0
Number of epochs,377,164,104,135,215,128,152,742
