,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 103.5)","(104.5, 221.5)","(222.5, 274.5)","(275.5, 770.5)","(771.5, 952.5)","(953.5, 1059.5)","(1060.5, 1131.5)","(1132.5, 1178.5)","(1179.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",95.0,117.0,52.0,495.0,181.0,106.0,71.0,46.0,59.0,65.0
Number of epochs,90,107,46,441,170,95,67,42,59,63
