Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
max,1868.4917647058824,1.1600307916338388,0.19652459694065214,0.3930493197010409,0.13182580811639036,2408.5364705882353,2270.576470588235,137.96
std,1867.4776470588235,1.1787981524571922,0.19997124152334883,0.35441201323463256,0.11651784592855025,2378.604705882353,2367.5435294117647,11.061176470588235
norm-2,1868.6635294117648,1.4439721683597189,0.2486707147196586,0.5200465571351727,0.18214165791021678,2119.190588235294,1989.9835294117647,129.20705882352942
norm-1,1868.6517647058824,1.5293507837229798,0.26435058281031476,0.5140181246386366,0.17975321458565036,1996.6988235294118,1990.2894117647058,6.409411764705882
sum,1868.6517647058824,1.5293507837229798,0.26435058281031476,0.5140181246386366,0.17975321458565036,1996.6823529411765,1990.3364705882352,6.345882352941176
mean,1868.6517647058824,1.6622090827923206,0.2887501422935976,0.5634765040143311,0.19934844703316112,1877.1129411764705,1842.3811764705883,34.731764705882355
