,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 184.3)","(185.1, 309.1)","(309.9, 506.7)","(507.5, 620.3)","(621.1, 710.7)","(711.5, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,64.80000000000001,124.00000000000003,196.8,112.79999999999995,89.60000000000002,58.39999999999998,106.39999999999998,60.80000000000007
Number of epochs,124,69,139,222,128,106,67,121,70
