,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 102.5)","(103.5, 219.5)","(220.5, 287.5)","(288.5, 770.5)","(771.5, 946.5)","(947.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",94.0,116.0,67.0,482.0,175.0,112.0,52.0,43.0,77.0,65.0
Number of epochs,89,106,58,431,164,101,50,41,77,63
