Feature,IV,IVs
channel-0 landscape dim-1 max,2.7694212092592716,"[4.613533356081559, 2.9461009467050916, 2.7828042558380157, 1.3539838268664415, 1.8757165881472095, 3.6987687321408327, 2.11504075903575]"
channel-0 landscape dim-1 mean,3.6080141778163357,"[6.161681333727136, 3.680375460957313, 4.00697582800697, 2.00214490012043, 2.219663446481844, 4.445585687571873, 2.739672587848788]"
channel-0 landscape dim-1 std,3.5448645116279316,"[5.802183696560968, 3.6750473387579934, 3.8309924185033943, 1.9647721796812654, 2.2617701478935617, 4.452501180697075, 2.8267846193012622]"
channel-0 landscape dim-1 sum,3.6080141778163357,"[6.161681333727136, 3.680375460957313, 4.00697582800697, 2.00214490012043, 2.219663446481844, 4.445585687571873, 2.739672587848788]"
channel-0 landscape dim-1 norm-1,3.6080141778163357,"[6.161681333727136, 3.680375460957313, 4.00697582800697, 2.00214490012043, 2.219663446481844, 4.445585687571873, 2.739672587848788]"
channel-0 landscape dim-1 norm-2,3.5542557445007046,"[5.824263496675141, 3.663053920126634, 3.8589157291409504, 2.0138865971766453, 2.254462796189232, 4.441601121591535, 2.8236065506047954]"
channel-0 landscape dim-2 max,2.0605219490836624,"[4.804750172867861, 2.2009028308056195, 1.6126056618152287, 0.6813130937635765, 1.0518351980281513, 2.3279730561118437, 1.744273630193359]"
channel-0 landscape dim-2 mean,2.638738424520642,"[6.127279385028977, 3.006490000365976, 2.422742327820906, 0.9082481310193882, 1.3585707231060655, 2.8074300708587447, 1.8404083334444317]"
channel-0 landscape dim-2 std,2.487566019247855,"[5.647656318731804, 2.8171172824157007, 2.308209522517975, 0.82000006057921, 1.212676704789214, 2.7504419401966453, 1.8568603055044355]"
channel-0 landscape dim-2 sum,2.638738424520642,"[6.127279385028977, 3.006490000365976, 2.422742327820906, 0.9082481310193882, 1.3585707231060655, 2.8074300708587447, 1.8404083334444317]"
channel-0 landscape dim-2 norm-1,2.638738424520642,"[6.127279385028977, 3.006490000365976, 2.422742327820906, 0.9082481310193882, 1.3585707231060655, 2.8074300708587447, 1.8404083334444317]"
channel-0 landscape dim-2 norm-2,2.5005266487049056,"[5.66750420346752, 2.841477268304846, 2.325499674322427, 0.8364405092960374, 1.2355530757959738, 2.7294805591301103, 1.867731250617427]"
channel-0 silhouette-1 dim-1 max,1.9537679827549057,"[4.748481856284058, 2.319449451223992, 1.5125487297158857, 0.6131132997667621, 0.9841991198213681, 2.332500847263218, 1.1660825752090564]"
channel-0 silhouette-1 dim-1 mean,3.60615461190569,"[6.105051135342549, 3.798114906104815, 4.141490196457101, 1.8125680280849261, 2.4152096395218186, 4.49552525510727, 2.4751231227213513]"
channel-0 silhouette-1 dim-1 std,2.8452897929994942,"[5.635490702732893, 3.3422266645156595, 2.746180543639402, 1.2361559018622978, 1.7002969593546498, 3.3636478704494173, 1.8930299084421462]"
channel-0 silhouette-1 dim-1 sum,3.60615461190569,"[6.105051135342549, 3.798114906104815, 4.141490196457101, 1.8125680280849261, 2.4152096395218186, 4.49552525510727, 2.4751231227213513]"
channel-0 silhouette-1 dim-1 norm-1,3.60615461190569,"[6.105051135342549, 3.798114906104815, 4.141490196457101, 1.8125680280849261, 2.4152096395218186, 4.49552525510727, 2.4751231227213513]"
channel-0 silhouette-1 dim-1 norm-2,2.9428800882836357,"[5.753117235022305, 3.3536609114703406, 2.943752590390039, 1.2762678724505025, 1.764437389787513, 3.5732397721282947, 1.9356848467364534]"
channel-0 silhouette-1 dim-2 max,1.4281845928487633,"[3.435385642287555, 1.679522043496767, 0.7391144526353624, 0.4343457666216516, 0.8770612540185008, 1.7058374072233797, 1.1260255836581254]"
channel-0 silhouette-1 dim-2 mean,2.4494856916134418,"[5.246727124754722, 2.832660460340004, 2.0825159115744913, 0.8833709486155891, 1.4107351956336787, 2.746164265495921, 1.9442259348796875]"
channel-0 silhouette-1 dim-2 std,1.9089636505986298,"[4.129242951434564, 2.259921779660267, 1.3090627398891468, 0.6996878291964246, 1.0657209558197196, 2.3879243211209915, 1.511184977069298]"
channel-0 silhouette-1 dim-2 sum,2.4494856916134418,"[5.246727124754722, 2.832660460340004, 2.0825159115744913, 0.8833709486155891, 1.4107351956336787, 2.746164265495921, 1.9442259348796875]"
channel-0 silhouette-1 dim-2 norm-1,2.4494856916134418,"[5.246727124754722, 2.832660460340004, 2.0825159115744913, 0.8833709486155891, 1.4107351956336787, 2.746164265495921, 1.9442259348796875]"
channel-0 silhouette-1 dim-2 norm-2,1.9202361075797592,"[4.167467396844324, 2.2760086774167263, 1.3314191616264375, 0.7090111286979159, 1.065586605820167, 2.36543496231162, 1.526724820341122]"
channel-0 silhouette-2 dim-1 max,1.5328695661507692,"[2.756829220156696, 2.066007879876465, 1.1982416531327633, 0.6397409542574435, 0.8052028783069481, 2.218842300134183, 1.0452220771908858]"
channel-0 silhouette-2 dim-1 mean,3.058527286323819,"[4.645351726532209, 3.317204333932123, 3.229297311304795, 1.6319325701140786, 2.1195611751373633, 4.102768869515059, 2.3635750177311055]"
channel-0 silhouette-2 dim-1 std,2.3314929658222043,"[3.896651831491713, 2.8814381071564648, 2.191044683426674, 1.1034958658034801, 1.4741634501023195, 3.0996091657267217, 1.674047657048057]"
channel-0 silhouette-2 dim-1 sum,3.058527286323819,"[4.645351726532209, 3.317204333932123, 3.229297311304795, 1.6319325701140786, 2.1195611751373633, 4.102768869515059, 2.3635750177311055]"
channel-0 silhouette-2 dim-1 norm-1,3.058527286323819,"[4.645351726532209, 3.317204333932123, 3.229297311304795, 1.6319325701140786, 2.1195611751373633, 4.102768869515059, 2.3635750177311055]"
channel-0 silhouette-2 dim-1 norm-2,2.4232348508936945,"[3.9373533313010625, 2.9243409905289353, 2.255561405355764, 1.1739494809522202, 1.6173617335296415, 3.243715804743573, 1.8103612098446638]"
channel-0 silhouette-2 dim-2 max,1.1902455689071036,"[2.8858354402088233, 1.247496887743611, 0.6250752116458264, 0.3284624924682559, 0.7103293085908401, 1.5030116917576473, 1.031507949934722]"
channel-0 silhouette-2 dim-2 mean,2.1748964605140078,"[4.641164220274428, 2.486268521699153, 1.669709174308673, 0.7445794120142184, 1.306422274391365, 2.5643317947011495, 1.81179982620907]"
channel-0 silhouette-2 dim-2 std,1.6496299168574529,"[3.610983926092209, 1.836613840434449, 1.0270497971935364, 0.5070751878622152, 1.0418848320831955, 2.1040160420788436, 1.4197857922577222]"
channel-0 silhouette-2 dim-2 sum,2.1748964605140078,"[4.641164220274428, 2.486268521699153, 1.669709174308673, 0.7445794120142184, 1.306422274391365, 2.5643317947011495, 1.81179982620907]"
channel-0 silhouette-2 dim-2 norm-1,2.1748964605140078,"[4.641164220274428, 2.486268521699153, 1.669709174308673, 0.7445794120142184, 1.306422274391365, 2.5643317947011495, 1.81179982620907]"
channel-0 silhouette-2 dim-2 norm-2,1.6775035288773616,"[3.6283832123350024, 1.8643324467194025, 1.0540699104816091, 0.5198580712814852, 1.0375661380889092, 2.185439375917197, 1.4528755473179267]"
channel-0 entropy dim-1,1.6659845773714719,"[5.575638794004647, 1.657558194196355, 0.8523303681558416, 0.3793828622630361, 0.5220090463367131, 1.4618161921450339, 1.213156584498677]"
channel-0 entropy dim-2,0.3014418189365645,"[1.4906405350952383, 0.16168827936573163, 0.026484473386652267, 0.03573889251804463, 0.07067097139813877, 0.18118117292214808, 0.14368840786999784]"
channel-0 amplitude-bottleneck dim-1,2.8233502181677332,"[4.7913236304991855, 3.0682250928455708, 2.725726697207391, 1.527415441631793, 1.854569278368795, 3.635582211819977, 2.160609174801421]"
channel-0 amplitude-bottleneck dim-2,2.125902380707663,"[5.062499468694146, 2.2564793627035606, 1.7172457290468273, 0.6509702235620329, 1.1186776390878264, 2.486897682541713, 1.5885465593175387]"
channel-0 amplitude-bottleneck norm-1,3.097722381977627,"[5.614914696279956, 3.1571698020713903, 3.3202513070509063, 1.5799963053973078, 1.8831840883212105, 3.837721259766072, 2.290819214956545]"
channel-0 amplitude-bottleneck norm-2,2.9790264938787865,"[5.088505138872952, 3.111217138151523, 2.951824023316034, 1.617321893653951, 1.9055986563619354, 3.888224292275458, 2.2904943145196506]"
channel-0 amplitude-wasserstein-1 dim-1,3.5230588271778163,"[7.995907844275427, 3.831499200462365, 3.529160049909709, 1.4771536549433177, 1.8175159486229346, 3.6000268669377204, 2.4101482250932382]"
channel-0 amplitude-wasserstein-1 dim-2,1.5467278901426964,"[5.046159473054116, 1.7282513333450658, 0.8483355623795104, 0.2790312774378395, 0.5729628701759492, 1.4088101175451213, 0.9435445970612726]"
channel-0 amplitude-wasserstein-1 norm-1,3.345638048557024,"[7.791113574758217, 3.6895844581747976, 3.135824548503813, 1.3203539242355566, 1.806829652791518, 3.3238664481102287, 2.351893733325033]"
channel-0 amplitude-wasserstein-1 norm-2,3.4837669995758325,"[7.856446270313617, 3.7920248733157482, 3.469910403060685, 1.46134356299462, 1.8219146094315501, 3.589371549708953, 2.395357728205656]"
channel-0 amplitude-wasserstein-2 dim-1,3.9177629458663477,"[7.856446270313617, 4.142021204750553, 4.418060029481965, 1.7452440562327016, 2.372360396309607, 4.333043528269931, 2.557165135706062]"
channel-0 amplitude-wasserstein-2 dim-2,2.2595116616587876,"[6.163805134167843, 2.569459236427717, 1.8164344194976612, 0.6133909134720792, 0.982279638888629, 2.249251462604846, 1.4219608265527386]"
channel-0 amplitude-wasserstein-2 norm-1,3.8178793679853333,"[7.924622976950724, 3.945804379318144, 4.321433125370691, 1.669543258314485, 2.2994929632758976, 4.060901760113849, 2.5033571125535445]"
channel-0 amplitude-wasserstein-2 norm-2,3.924651463758152,"[7.856446270313617, 4.17107010263318, 4.44248185625292, 1.8382829648196104, 2.3693116892138852, 4.235837790150487, 2.5591295729233643]"
channel-0 amplitude-landscape-1-1 dim-1,3.6080141778163357,"[6.161681333727136, 3.680375460957313, 4.00697582800697, 2.00214490012043, 2.219663446481844, 4.445585687571873, 2.739672587848788]"
channel-0 amplitude-landscape-1-1 dim-2,2.638738424520642,"[6.127279385028977, 3.006490000365976, 2.422742327820906, 0.9082481310193882, 1.3585707231060655, 2.8074300708587447, 1.8404083334444317]"
channel-0 amplitude-landscape-1-1 norm-1,3.8064264787260966,"[6.429427322261667, 3.904939231125085, 4.3115263555143715, 2.1980553106859517, 2.3815223040724933, 4.525498908783117, 2.8940159186399943]"
channel-0 amplitude-landscape-1-1 norm-2,3.6420708875684427,"[6.161681333727136, 3.701894561704724, 4.043595825795837, 2.0382484570695536, 2.2356320867402557, 4.551696973032412, 2.7617469749091765]"
channel-0 amplitude-landscape-1-2 dim-1,3.828436276959562,"[6.6128005592897505, 4.01497596372802, 4.27764741104011, 2.082694510734639, 2.434036291421839, 4.624852940648429, 2.752046261854143]"
channel-0 amplitude-landscape-1-2 dim-2,2.4913773706638844,"[6.042334518590735, 2.8714842771814904, 2.2638868242718564, 0.7846694951604919, 1.1423075312023874, 2.6356168406650675, 1.6993421075751614]"
channel-0 amplitude-landscape-1-2 norm-1,4.023851488818401,"[6.996741419418759, 4.078181912222757, 4.729077945461827, 2.2516861013573037, 2.486289600087281, 4.7091301929706315, 2.915853250210247]"
channel-0 amplitude-landscape-1-2 norm-2,3.8753268972505235,"[6.6128005592897505, 4.057773011863949, 4.3549182515166205, 2.143312627419002, 2.4456135876754086, 4.659316835094857, 2.8535534078940805]"
channel-0 amplitude-landscape-2-1 dim-1,3.5542557445007046,"[5.824263496675141, 3.663053920126634, 3.8589157291409504, 2.0138865971766453, 2.254462796189232, 4.441601121591535, 2.8236065506047954]"
channel-0 amplitude-landscape-2-1 dim-2,2.5005266487049056,"[5.66750420346752, 2.841477268304846, 2.325499674322427, 0.8364405092960374, 1.2355530757959738, 2.7294805591301103, 1.867731250617427]"
channel-0 amplitude-landscape-2-1 norm-1,3.7164368175148943,"[6.257107919946376, 3.789223754618395, 4.252986767246376, 2.0366951110359017, 2.34635431407982, 4.490360028464107, 2.842329827213284]"
channel-0 amplitude-landscape-2-1 norm-2,3.62664246704725,"[5.966734918422183, 3.7158780275164087, 4.02912287096323, 2.0568265687674487, 2.3033417714074074, 4.462274666701936, 2.8523184455521373]"
channel-0 amplitude-landscape-2-2 dim-1,3.750079637846202,"[6.295333713743378, 3.816819841498308, 4.210019710202028, 2.053142472808906, 2.4068042506614393, 4.607880250620796, 2.8605572253885563]"
channel-0 amplitude-landscape-2-2 dim-2,2.4496971234701994,"[5.8635942012418685, 2.7453869823090344, 2.225130162275714, 0.7839561972413253, 1.1446934720379751, 2.5572122327488036, 1.827906616436676]"
channel-0 amplitude-landscape-2-2 norm-1,3.882050015701951,"[6.685381072152287, 3.8622853006998126, 4.537576047221601, 2.1027144794841495, 2.4562817469060967, 4.7003127672513125, 2.8297986961983996]"
channel-0 amplitude-landscape-2-2 norm-2,3.8009181542489583,"[6.389958600242229, 3.896662869786394, 4.421881059283308, 2.060479457708889, 2.4332401122913208, 4.607032611214403, 2.7971723692161596]"
channel-0 amplitude-silhouette-1-1 dim-1,3.60615461190569,"[6.105051135342549, 3.798114906104815, 4.141490196457101, 1.8125680280849261, 2.4152096395218186, 4.49552525510727, 2.4751231227213513]"
channel-0 amplitude-silhouette-1-1 dim-2,2.4494856916134418,"[5.246727124754722, 2.832660460340004, 2.0825159115744913, 0.8833709486155891, 1.4107351956336787, 2.746164265495921, 1.9442259348796875]"
channel-0 amplitude-silhouette-1-1 norm-1,3.6939810084423432,"[6.293480988582139, 3.811420197355, 4.264663908901243, 1.979611836497992, 2.3878100242125706, 4.5454416252594525, 2.5754384782880075]"
channel-0 amplitude-silhouette-1-1 norm-2,3.6382300657906357,"[6.160091688684655, 3.845440043999152, 4.162080614152126, 1.9188469685922898, 2.4097435698873007, 4.48818009043131, 2.483227484787616]"
channel-0 amplitude-silhouette-1-2 dim-1,3.058527286323819,"[4.645351726532209, 3.317204333932123, 3.229297311304795, 1.6319325701140786, 2.1195611751373633, 4.102768869515059, 2.3635750177311055]"
channel-0 amplitude-silhouette-1-2 dim-2,2.1748964605140078,"[4.641164220274428, 2.486268521699153, 1.669709174308673, 0.7445794120142184, 1.306422274391365, 2.5643317947011495, 1.81179982620907]"
channel-0 amplitude-silhouette-1-2 norm-1,3.2525403316662804,"[5.052535133166315, 3.365706106771655, 3.6374100403647938, 1.8038367728777522, 2.2430726028006904, 4.215929680262971, 2.4492919854197885]"
channel-0 amplitude-silhouette-1-2 norm-2,3.1295777233012365,"[4.7165119466147205, 3.3668213012941757, 3.3105574784571017, 1.6789475788305492, 2.208065559915846, 4.203375663025497, 2.4227645349707663]"
