,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 84.5)","(85.5, 212.5)","(213.5, 726.5)","(728.5, 823.5)","(824.5, 1023.5)","(1024.5, 1162.5)","(1163.5, 1270.5)","(1271.5, 1435.5)","(1436.5, 1542.5)"
"Time length, sec",77.0,127.0,513.0,95.0,199.0,138.0,107.0,164.0,106.0
Number of epochs,76,121,493,90,189,135,103,157,101
