,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 219.5)","(220.5, 298.5)","(299.5, 769.5)","(770.5, 919.5)","(920.5, 991.5)","(992.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",53.0,157.0,78.0,470.0,149.0,71.0,67.0,96.0,77.0,65.0
Number of epochs,52,143,69,419,139,65,62,91,77,63
