,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 132.3)","(133.1, 197.9)","(198.7, 316.3)","(317.1, 507.5)","(508.3, 620.3)","(621.1, 708.3)","(709.1, 762.7)","(763.5, 876.3)","(877.1, 938.7)"
"Time length, sec",122.4,64.80000000000001,117.60000000000002,190.39999999999998,111.99999999999994,87.19999999999993,53.60000000000002,112.79999999999995,61.60000000000002
Number of epochs,140,69,131,215,127,103,61,129,71
