,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 232.5)","(233.5, 411.5)","(412.5, 593.5)","(596.5, 996.5)","(997.5, 1261.5)","(1262.5, 1378.5)","(1379.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",222.0,178.0,181.0,400.0,264.0,116.0,741.0,224.0
Number of epochs,197,151,159,336,224,99,646,205
