,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 99.5)","(100.5, 243.5)","(244.5, 770.5)","(771.5, 946.5)","(947.5, 1002.5)","(1003.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",91.0,143.0,526.0,175.0,55.0,56.0,52.0,43.0,77.0,65.0
Number of epochs,86,130,468,164,50,51,50,41,77,63
