,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 131.5)","(132.5, 262.5)","(263.5, 491.5)","(492.5, 645.5)","(646.5, 973.5)","(974.5, 1287.5)","(1288.5, 1628.5)","(1629.5, 1858.5)","(1859.5, 2052.5)","(2053.5, 2143.5)"
"Time length, sec",126.0,130.0,228.0,153.0,327.0,313.0,340.0,229.0,193.0,90.0
Number of epochs,118,125,209,145,318,296,319,223,181,86
