,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 295.5)","(296.5, 430.5)","(431.5, 509.5)","(510.5, 700.5)","(701.5, 783.5)","(784.5, 873.5)","(874.5, 1147.5)","(1148.5, 1219.5)","(1220.5, 1389.5)"
"Time length, sec",290.0,134.0,78.0,190.0,82.0,89.0,273.0,71.0,169.0
Number of epochs,281,125,73,184,82,88,262,70,162
